ids_str;media_url;media_url_https;url;display_url;expanded_url;type
1141272271933362176;http://pbs.twimg.com/media/D9ac9NjWkAE-7cS.jpg;https://pbs.twimg.com/media/D9ac9NjWkAE-7cS.jpg;https://t.co/k3AvqSsEzc;pic.twitter.com/k3AvqSsEzc;https://twitter.com/mapagob/status/1141272271933362176/photo/1;photo
1141269389192228865;http://pbs.twimg.com/media/D8Sic5tX4AAb7_k.jpg;https://pbs.twimg.com/media/D8Sic5tX4AAb7_k.jpg;https://t.co/p0rO1vzy0V;pic.twitter.com/p0rO1vzy0V;https://twitter.com/Plenainclusion/status/1141269389192228865/photo/1;photo
1141266887831117824;http://pbs.twimg.com/media/D9aYL7sXoAAFEP9.jpg;https://pbs.twimg.com/media/D9aYL7sXoAAFEP9.jpg;https://t.co/AlSWhPeVSe;pic.twitter.com/AlSWhPeVSe;https://twitter.com/orvifrusa/status/1141266887831117824/photo/1;photo
1141262334750597120;http://pbs.twimg.com/media/D9aUCzzWkAIFFvZ.jpg;https://pbs.twimg.com/media/D9aUCzzWkAIFFvZ.jpg;https://t.co/rFT0hEJ2Uv;pic.twitter.com/rFT0hEJ2Uv;https://twitter.com/FEFCMadrid/status/1141262334750597120/photo/1;photo
1141261915022352384;http://pbs.twimg.com/media/D9aTqbKWwAAUkhU.jpg;https://pbs.twimg.com/media/D9aTqbKWwAAUkhU.jpg;https://t.co/MoRCnbxDGP;pic.twitter.com/MoRCnbxDGP;https://twitter.com/UNICEFCLM/status/1141261915022352384/photo/1;photo
1141261476147224576;http://pbs.twimg.com/media/D9aTQVNXoAEkNMf.jpg;https://pbs.twimg.com/media/D9aTQVNXoAEkNMf.jpg;https://t.co/Qmulc3zebf;pic.twitter.com/Qmulc3zebf;https://twitter.com/a_coronado_m/status/1141261476147224576/photo/1;photo
1141260197014441984;http://pbs.twimg.com/media/D9aSGBFWkAA4iBk.jpg;https://pbs.twimg.com/media/D9aSGBFWkAA4iBk.jpg;https://t.co/0vnJWCO2Ig;pic.twitter.com/0vnJWCO2Ig;https://twitter.com/jcarlosgonz/status/1141260197014441984/photo/1;photo
1141260173090140161;http://pbs.twimg.com/media/D9aSAr6XUAA-isO.jpg;https://pbs.twimg.com/media/D9aSAr6XUAA-isO.jpg;https://t.co/lF12ah8fnD;pic.twitter.com/lF12ah8fnD;https://twitter.com/rmcoopera/status/1141260173090140161/photo/1;photo
1141258838022209536;http://pbs.twimg.com/media/D9aOWIGXoAE0rNB.jpg;https://pbs.twimg.com/media/D9aOWIGXoAE0rNB.jpg;https://t.co/JmqJgBsISa;pic.twitter.com/JmqJgBsISa;https://twitter.com/FMusol/status/1141258838022209536/photo/1;photo
1141256818775248896;http://pbs.twimg.com/media/D9aPB0AXsAAvBtX.png;https://pbs.twimg.com/media/D9aPB0AXsAAvBtX.png;https://t.co/dc1AUpSASR;pic.twitter.com/dc1AUpSASR;https://twitter.com/Corresponsables/status/1141256818775248896/photo/1;photo
1141255039945777152;http://pbs.twimg.com/media/D9aNZ2iX4AAd3Es.jpg;https://pbs.twimg.com/media/D9aNZ2iX4AAd3Es.jpg;https://t.co/IBulTGDCd9;pic.twitter.com/IBulTGDCd9;https://twitter.com/Mpenalver/status/1141255039945777152/photo/1;photo
1141254951676628994;http://pbs.twimg.com/media/D9aNVKdWsAAO9mi.jpg;https://pbs.twimg.com/media/D9aNVKdWsAAO9mi.jpg;https://t.co/iSCZW0HI8r;pic.twitter.com/iSCZW0HI8r;https://twitter.com/FundacionBeQual/status/1141254951676628994/photo/1;photo
1141254490496077825;http://pbs.twimg.com/media/D9aM56dXYAAEqcM.jpg;https://pbs.twimg.com/media/D9aM56dXYAAEqcM.jpg;https://t.co/mlmrttoQHt;pic.twitter.com/mlmrttoQHt;https://twitter.com/josecdiez/status/1141254490496077825/photo/1;photo
1141253960621334528;http://pbs.twimg.com/media/D9aMannXkAAPH2r.jpg;https://pbs.twimg.com/media/D9aMannXkAAPH2r.jpg;https://t.co/5NmxIxLaMY;pic.twitter.com/5NmxIxLaMY;https://twitter.com/aeioLuz/status/1141253960621334528/photo/1;photo
1141250813286858752;http://pbs.twimg.com/media/D9aJdMUW4AELHNu.jpg;https://pbs.twimg.com/media/D9aJdMUW4AELHNu.jpg;https://t.co/sj1cHKtToo;pic.twitter.com/sj1cHKtToo;https://twitter.com/CoordiONGD/status/1141250813286858752/photo/1;photo
1141248956065882114;http://pbs.twimg.com/media/D9aH3TVWwAEnBNE.jpg;https://pbs.twimg.com/media/D9aH3TVWwAEnBNE.jpg;https://t.co/pM2apB4oyA;pic.twitter.com/pM2apB4oyA;https://twitter.com/tanmarti/status/1141248956065882114/photo/1;photo
1141244818410082304;http://pbs.twimg.com/media/D9aEGXyWwAAhukz.jpg;https://pbs.twimg.com/media/D9aEGXyWwAAhukz.jpg;https://t.co/wnwNDHl82m;pic.twitter.com/wnwNDHl82m;https://twitter.com/ele_trigo/status/1141244818410082304/photo/1;photo
1141244152253997056;http://pbs.twimg.com/media/D9aDgKBW4AMdIJ2.png;https://pbs.twimg.com/media/D9aDgKBW4AMdIJ2.png;https://t.co/Z4K1vYF3tl;pic.twitter.com/Z4K1vYF3tl;https://twitter.com/andece_general/status/1141244152253997056/photo/1;photo
1141243972926488576;http://pbs.twimg.com/media/D9aDVy3XsAAldSq.jpg;https://pbs.twimg.com/media/D9aDVy3XsAAldSq.jpg;https://t.co/vDjHDDIpYl;pic.twitter.com/vDjHDDIpYl;https://twitter.com/BridgetGosi/status/1141243972926488576/photo/1;photo
1141241753497952256;http://pbs.twimg.com/media/D9aBU5-XUAAVXDI.jpg;https://pbs.twimg.com/media/D9aBU5-XUAAVXDI.jpg;https://t.co/zYTxS8NFEq;pic.twitter.com/zYTxS8NFEq;https://twitter.com/InfoAquona/status/1141241753497952256/photo/1;photo
1141240635091030016;http://pbs.twimg.com/media/D9Z_7-jXoAAIU6X.jpg;https://pbs.twimg.com/media/D9Z_7-jXoAAIU6X.jpg;https://t.co/iNRYp698G0;pic.twitter.com/iNRYp698G0;https://twitter.com/Aguasvira/status/1141240635091030016/photo/1;photo
1141239236970070022;http://pbs.twimg.com/media/D9Z-2X4XsAEe_gm.jpg;https://pbs.twimg.com/media/D9Z-2X4XsAEe_gm.jpg;https://t.co/mKx2chmqKx;pic.twitter.com/mKx2chmqKx;https://twitter.com/economiadelagua/status/1141239236970070022/photo/1;photo
1141228164485734400;http://pbs.twimg.com/media/D9WRGEdWsAAREns.jpg;https://pbs.twimg.com/media/D9WRGEdWsAAREns.jpg;https://t.co/RcVhSpNAgf;pic.twitter.com/RcVhSpNAgf;https://twitter.com/cfiemiranda/status/1140977631892004866/photo/1;photo
1141220327936155648;http://pbs.twimg.com/media/D9Zt1xmXYAAHDOo.png;https://pbs.twimg.com/media/D9Zt1xmXYAAHDOo.png;https://t.co/Ckl2ArOCJH;pic.twitter.com/Ckl2ArOCJH;https://twitter.com/Corresponsables/status/1141220327936155648/photo/1;photo
1141214562236207105;http://pbs.twimg.com/media/D9Zol7PX4AEURT7.jpg;https://pbs.twimg.com/media/D9Zol7PX4AEURT7.jpg;https://t.co/ez18f3VcYp;pic.twitter.com/ez18f3VcYp;https://twitter.com/SEIASA_OFICIAL/status/1141214562236207105/photo/1;photo
1141159937940365314;http://pbs.twimg.com/media/D9Y26mAWsAI6JIv.jpg;https://pbs.twimg.com/media/D9Y26mAWsAI6JIv.jpg;https://t.co/QDy4f0WX9C;pic.twitter.com/QDy4f0WX9C;https://twitter.com/arisemx/status/1141159937940365314/photo/1;photo
1141158672510476290;http://pbs.twimg.com/media/D9Y1w5KXYAE0lG0.png;https://pbs.twimg.com/media/D9Y1w5KXYAE0lG0.png;https://t.co/ZxaQZqqrsl;pic.twitter.com/ZxaQZqqrsl;https://twitter.com/Corresponsables/status/1141158672510476290/photo/1;photo
1141157237043421184;http://pbs.twimg.com/media/D9Y0M5UWsAAws6Z.jpg;https://pbs.twimg.com/media/D9Y0M5UWsAAws6Z.jpg;https://t.co/4U66G858pK;pic.twitter.com/4U66G858pK;https://twitter.com/NUTRINACIONcom/status/1141157237043421184/photo/1;photo
1141142368009248770;http://pbs.twimg.com/media/D9Yj_cIXUAE05ds.png;https://pbs.twimg.com/media/D9Yj_cIXUAE05ds.png;https://t.co/NDCX2yFrkQ;pic.twitter.com/NDCX2yFrkQ;https://twitter.com/Problemas_Eco/status/1141142368009248770/photo/1;photo
1141127359032102913;http://pbs.twimg.com/media/D9DfmcCXYAcEEJQ.jpg;https://pbs.twimg.com/media/D9DfmcCXYAcEEJQ.jpg;https://t.co/cHeJv5zqqU;pic.twitter.com/cHeJv5zqqU;https://twitter.com/aybar_rodrigo/status/1139656851015032833/photo/1;photo
1141116607462178816;http://pbs.twimg.com/media/D9YPgN6UIAA3Eue.jpg;https://pbs.twimg.com/media/D9YPgN6UIAA3Eue.jpg;https://t.co/eMQQXfQV5w;pic.twitter.com/eMQQXfQV5w;https://twitter.com/coplan_coplade/status/1141116607462178816/photo/1;photo
1141107101164609541;http://pbs.twimg.com/media/D9YGOt-XYAAWYU2.jpg;https://pbs.twimg.com/media/D9YGOt-XYAAWYU2.jpg;https://t.co/LYwBf7S3mi;pic.twitter.com/LYwBf7S3mi;https://twitter.com/cinemoviltoto/status/1141107101164609541/photo/1;photo
1141098822329913344;http://pbs.twimg.com/media/D9X_VLPXUAQniLt.jpg;https://pbs.twimg.com/media/D9X_VLPXUAQniLt.jpg;https://t.co/e9KvkhuSig;pic.twitter.com/e9KvkhuSig;https://twitter.com/AnayansiRCamejo/status/1141098822329913344/photo/1;photo
1141096918078107655;http://pbs.twimg.com/media/D9X9lo0W4AIEBMw.jpg;https://pbs.twimg.com/media/D9X9lo0W4AIEBMw.jpg;https://t.co/xSOOJvFe6I;pic.twitter.com/xSOOJvFe6I;https://twitter.com/giulianojuan/status/1141096918078107655/photo/1;photo
1141088201337122817;http://pbs.twimg.com/media/D9X1pq5WsAAR_57.jpg;https://pbs.twimg.com/media/D9X1pq5WsAAR_57.jpg;https://t.co/lE8qK63YQt;pic.twitter.com/lE8qK63YQt;https://twitter.com/GeekGirlsLatam/status/1141088201337122817/photo/1;photo
1141087181957664768;http://pbs.twimg.com/media/D9X0vZhWwAAsNuJ.jpg;https://pbs.twimg.com/media/D9X0vZhWwAAsNuJ.jpg;https://t.co/IhsGM5Iutt;pic.twitter.com/IhsGM5Iutt;https://twitter.com/utpl/status/1141087181957664768/photo/1;photo
1141083625099792384;http://pbs.twimg.com/ext_tw_video_thumb/1141082999771082757/pu/img/oriAFQc-LeIxIUni.jpg;https://pbs.twimg.com/ext_tw_video_thumb/1141082999771082757/pu/img/oriAFQc-LeIxIUni.jpg;https://t.co/ypISvxHtd2;pic.twitter.com/ypISvxHtd2;https://twitter.com/gramontani/status/1141083625099792384/video/1;photo
1141083289777659904;http://pbs.twimg.com/ext_tw_video_thumb/1141082905910734848/pu/img/rglwT1IktsyptTu7.jpg;https://pbs.twimg.com/ext_tw_video_thumb/1141082905910734848/pu/img/rglwT1IktsyptTu7.jpg;https://t.co/hAWu680wh1;pic.twitter.com/hAWu680wh1;https://twitter.com/PactoGlobal/status/1141083289777659904/video/1;photo
1141081059553153024;http://pbs.twimg.com/media/D9XsGEoXoAI4NGw.jpg;https://pbs.twimg.com/media/D9XsGEoXoAI4NGw.jpg;https://t.co/SPgwq0bp6P;pic.twitter.com/SPgwq0bp6P;https://twitter.com/personeriamed/status/1141081059553153024/photo/1;photo
1141080128837038080;http://pbs.twimg.com/media/D9XuQOxW4AUiSKv.jpg;https://pbs.twimg.com/media/D9XuQOxW4AUiSKv.jpg;https://t.co/MwuhlxZnZb;pic.twitter.com/MwuhlxZnZb;https://twitter.com/CoLab_UC/status/1141080128837038080/photo/1;photo
1141079061558636544;http://pbs.twimg.com/ext_tw_video_thumb/1141078889269268483/pu/img/ty1dX_3cmlcnyper.jpg;https://pbs.twimg.com/ext_tw_video_thumb/1141078889269268483/pu/img/ty1dX_3cmlcnyper.jpg;https://t.co/YLhBwMEjMW;pic.twitter.com/YLhBwMEjMW;https://twitter.com/PNUDChile/status/1141079061558636544/video/1;photo
