ids;url
1143436210297352192;https://t.co/xzHjhHMjPS
1143436177606946816;https://t.co/Tds7Cfz2ve
1143433580242178048;https://t.co/cDDDaRzX4W
1143432413470703617;https://t.co/mwAESc8sPB
1143430094653984768;https://t.co/SxGUUDaCOn
1143428829018501121;https://t.co/H75aM6s5PL
1143427093944049664;https://t.co/gUOixWnlU6
1143423672184725504;https://t.co/gUOixWnlU6
1143422335703236608;https://t.co/o9Ipwqctp8
1143420659890032640;https://t.co/wD27vBtWRp
1143419820857339904;https://t.co/AUyy2oTYJO
1143419077001719808;https://t.co/CxOPLbzJWr
1143418966548856832;https://t.co/Lj4Guc6IX2
1143412210393341952;https://t.co/LjX4oNNMKl
1143408704483733504;https://t.co/2cDrtCjLpw
1143405578502443008;https://t.co/2cDrtCjLpw
1143405423657136129;https://t.co/Tddym5HPxs
1143405423657136129;https://t.co/Tddym5HPxs
1143389845370408961;https://t.co/p6diLx6kou
1143389845370408961;https://t.co/p6diLx6kou
1143382076584026113;https://t.co/v6CAihSJNK
1143373654811656193;https://t.co/4o7qEbNWXP
1143369705148878849;https://t.co/Jyec50BTUp
1143344329957748736;https://t.co/7A7nfiAOah
1143338154646220801;https://t.co/xlqahOXYV9
1143326712521998343;https://t.co/TSgW6B8NUU
1143326712521998343;https://t.co/TSgW6B8NUU
1143292737132933122;https://t.co/8nC8JTGN0M
1143292737132933122;https://t.co/mAmfLix4BH
1143288642695286785;https://t.co/LFEaYPB9HI
1143287209249988610;https://t.co/LFEaYPB9HI
1143277621180018693;https://t.co/c9OnAR3cdF
1143266314326331392;https://t.co/4zotxjHfQl
1143265894015090689;https://t.co/CobS2TfTBh
1143263505673531392;https://t.co/0Mf11l33f8
1143262756151451653;https://t.co/BVcR237Zz4
1143262057556578304;https://t.co/4o7qEbNWXP
1143261155395297280;https://t.co/nuPYjspMcx
1143260881972813824;https://t.co/2g0Yus0wSY
1143260881972813824;https://t.co/jfJgYAKiPN
1143257505826562056;https://t.co/hHdvIGRaf4
1143253148624203776;https://t.co/6jKZOqoWZN
1143252721040015365;https://t.co/3fLK9ygiT9
1143251491710480386;https://t.co/0hrwW1768A
1143251491710480386;https://t.co/0hrwW1768A
1143248298754662402;https://t.co/2cDrtCjLpw
1143247422719528961;https://t.co/550LBClXN0
1143247346282770432;https://t.co/z6lvnKBcb5
1143235323360686082;https://t.co/E2HMtGmrlg
1143235323360686082;https://t.co/E2HMtGmrlg
1143228337038536704;https://t.co/s8RH4HLhwk
1143226349659840514;https://t.co/aFKDLGr9Ry
1143224542770466822;https://t.co/DlIGp4UFJO
