ids;url;display_url;expanded_url
1144099295660040192;https://t.co/B8jMuONbzR;bit.ly/2Kp2UNR;http://bit.ly/2Kp2UNR
1144095686180462593;https://t.co/xTCcuZAHFH;comunidadism.es/herramientas/a…;http://www.comunidadism.es/herramientas/app-oficial-de-los-objetivos-de-desarrollo-sostenible-ods-en-espanol
1144095686180462593;https://t.co/xTCcuZAHFH;comunidadism.es/herramientas/a…;http://www.comunidadism.es/herramientas/app-oficial-de-los-objetivos-de-desarrollo-sostenible-ods-en-espanol
1144084201236566016;https://t.co/sW8ijqfFSm;bit.ly/2wGz7aY;http://bit.ly/2wGz7aY
1144061572056276993;https://t.co/8QBPGQ6fvg;twitter.com/unescosanjose/…;https://twitter.com/unescosanjose/status/1143965137524658176
1144055300221296640;https://t.co/JCj884dLaa;bit.ly/2NfSxii;https://bit.ly/2NfSxii
1144055226829291522;https://t.co/VusKI5IwZR;donalo.org/es/;https://donalo.org/es/
1144055041201967106;https://t.co/5W0LnYNtxU;twitter.com/iniciaoficial/…;https://twitter.com/iniciaoficial/status/1143930145385918472
1144050852656816134;https://t.co/ZFzumYbVY4;elements.eco/revista.html;http://www.elements.eco/revista.html
1144050852656816134;https://t.co/ZFzumYbVY4;elements.eco/revista.html;http://www.elements.eco/revista.html
1144048976662081537;https://t.co/nS5SefDZia;bit.ly/2X2ZRgZ;http://bit.ly/2X2ZRgZ
1144047709529288709;https://t.co/B8jMuONbzR;bit.ly/2Kp2UNR;http://bit.ly/2Kp2UNR
1144040422441922561;https://t.co/ww6xbv4L0l;twitter.com/ferdiazpacific…;https://twitter.com/ferdiazpacifico/status/1129418691299426308?s=09
1144027574105980928;https://t.co/XkDPq7p6SY;bit.ly/2HLVCBL;http://bit.ly/2HLVCBL
1144027033347022850;https://t.co/2PYUriP5dx;comunidad.socialab.com/challenges/com…;https://comunidad.socialab.com/challenges/comprometidos2019/idea/92176
1144020024123973632;https://t.co/rPZDnEwF6T;bit.ly/2Mo102r;http://bit.ly/2Mo102r
1144015678644674560;https://t.co/8vsyFrFAU4;bit.ly/2J3bzTH;https://bit.ly/2J3bzTH
1144015425904283648;https://t.co/2fQqT7rpJM;twitter.com/corresponsable…;https://twitter.com/corresponsables/status/1143919889012404224
1144013733536116742;https://t.co/4zotxjHfQl;bit.ly/2WTA4N2;http://bit.ly/2WTA4N2
1144004926999334912;https://t.co/MmdxdIE3qH;bit.ly/2HLG1lQ;http://bit.ly/2HLG1lQ
1143997166790283265;https://t.co/wE099Wf4gV;instagram.com/p/By2eBohliVX/…;https://www.instagram.com/p/By2eBohliVX/?igshid=4wurencejufi
1143996654472839170;https://t.co/BeovNSGLtV;unleash.org/unleash-lab-20…;https://unleash.org/unleash-lab-2019/
1143996654472839170;https://t.co/NNgd5741rw;twitter.com/dafnu/status/1…;https://twitter.com/dafnu/status/1143658618207834113
1143995503878791169;https://t.co/Rx1CZC6Z8X;catastro.injuv.cl;http://catastro.injuv.cl/
1143987317851459590;https://t.co/5OIKqeD0v1;bit.ly/2IldHaf;http://bit.ly/2IldHaf
1143984537388703744;https://t.co/XsvsnV45XD;twitter.com/AGCICHILE/stat…;https://twitter.com/AGCICHILE/status/1143623692578164738
1143979998442921985;https://t.co/FSs8c0kyYd;bit.ly/2INhRrO;http://bit.ly/2INhRrO
1143977256165003264;https://t.co/xTCcuZAHFH;comunidadism.es/herramientas/a…;http://www.comunidadism.es/herramientas/app-oficial-de-los-objetivos-de-desarrollo-sostenible-ods-en-espanol
1143972986439000065;https://t.co/d60XKK51CN;bit.ly/2UKnC0V;https://bit.ly/2UKnC0V
1143971162281697280;https://t.co/pvxxd3knMJ;agenda2030.gob.es;https://www.agenda2030.gob.es/
1143967188354772993;https://t.co/iHoGJPcfdA;agirrecenter.eus/es/noticias/20…;https://agirrecenter.eus/es/noticias/201cse-esta-produciendo-un-crecimiento-economico-injusto-debemos-buscar-un-crecimiento-etico-equilibrado-y-sostenible201d
1143966562321387520;https://t.co/zL0vGCznsN;uimp.es/agenda-link.ht…;http://www.uimp.es/agenda-link.html?id_actividad=64F1&anyaca=2019-20&utm_source=Impact+Hub+Madrid&utm_campaign=66f474b72b-EMAIL_CAMPAIGN_2019_03_19_12_58_COPY_01&utm_medium=email&utm_term=0_91924ac3e4-66f474b72b-438723401
1143965137524658176;https://t.co/ht782YeDOx;unesdoc.unesco.org/ark:/48223/pf0…;https://unesdoc.unesco.org/ark:/48223/pf0000368761?posInSet=1&queryId=b1d8ace9-0535-4a69-bc38-2861e422c293
1143964620127969280;https://t.co/xTCcuZAHFH;comunidadism.es/herramientas/a…;http://www.comunidadism.es/herramientas/app-oficial-de-los-objetivos-de-desarrollo-sostenible-ods-en-espanol
1143964285242105856;https://t.co/0QS702lncR;open.spotify.com/show/4beCvyOvq…;https://open.spotify.com/show/4beCvyOvqJFG4fBhaljWC8
1143964285242105856;https://t.co/KOcOmvfh0O;soundcloud.com/pisando-tierra;https://soundcloud.com/pisando-tierra
1143964285242105856;https://t.co/8g4odgpSEg;pe.ivoox.com/es/escuchar-pi…;https://pe.ivoox.com/es/escuchar-pisando-tierra-podcast_nq_557603_1.html
1143960244814602244;https://t.co/42u1rgkz6t;…listaeconomicofinanciero.blogspot.com/2019/06/los-ob…;https://elanalistaeconomicofinanciero.blogspot.com/2019/06/los-objetivos-de-desarrollo-sostenible.html
1143958010378760193;https://t.co/0il75sB614;azlogica.com/bid-incluyo-az…;https://azlogica.com/bid-incluyo-azlogica-generador-mejores-practicas-iot-summit/
1143956563134210048;https://t.co/42u1rgkz6t;…listaeconomicofinanciero.blogspot.com/2019/06/los-ob…;https://elanalistaeconomicofinanciero.blogspot.com/2019/06/los-objetivos-de-desarrollo-sostenible.html
1143952951846813696;https://t.co/NssufaOWnD;fundacioncolunga.org/noticias/sonar…;https://www.fundacioncolunga.org/noticias/sonar-y-articular-un-futuro-sostenible-asi-fue-el-seminario-internacional-is2030/
1143948578508955648;https://t.co/92FkEG1rpK;twitter.com/COFIDES/status…;https://twitter.com/COFIDES/status/1143830027039072256
1143947640570294272;https://t.co/ND9LgMNmJe;youtu.be/HVp1wFWqZ0k;https://youtu.be/HVp1wFWqZ0k
1143947516628602880;https://t.co/ND9LgMNmJe;youtu.be/HVp1wFWqZ0k;https://youtu.be/HVp1wFWqZ0k
1143947045042044931;https://t.co/ND9LgMNmJe;youtu.be/HVp1wFWqZ0k;https://youtu.be/HVp1wFWqZ0k
1143947045042044931;https://t.co/yDPivVlc2f;cepal.org/es/comunicados…;https://www.cepal.org/es/comunicados/accion-regional-es-esencial-garantizar-la-implementacion-objetivos-desarrollo-sostenible
1143938345799753728;https://t.co/VAjpzZoOiY;enlareando.com/2019/06/26/los…;http://enlareando.com/2019/06/26/los-objetivos-de-desarrollo-sostenible-como-marco-para-la-accion-y-la-intervencion-social-y-ambiental-ods/
1143936612042182657;https://t.co/OpS4WDOadD;elagoradiario.com/economia-circu…;https://www.elagoradiario.com/economia-circular/sevilla-y-barcelona-capitales-de-la-economia-circular/
1143927345260236801;https://t.co/9g2zxzGNMq;bit.ly/2x4EhOg;http://bit.ly/2x4EhOg
1143927149692239874;https://t.co/wpVDobslDe;twitter.com/UNODC_MX/statu…;https://twitter.com/UNODC_MX/status/1143866506654044161
1143926545574170624;https://t.co/gUbr9Vs1Gw;repsol.com/es/sostenibili…;https://www.repsol.com/es/sostenibilidad/index.cshtml
1143926052479262722;https://t.co/XHCaACflgo;youtu.be/5xJ7ZUhivWE;https://youtu.be/5xJ7ZUhivWE
1143925987454988288;https://t.co/cL1EkyyAfG;twitter.com/drotorrent/sta…;https://twitter.com/drotorrent/status/1095809169402269696?s=20
1143925165715312641;https://t.co/zlg9uu69X4;uik.eus/es/los-objetiv…;https://www.uik.eus/es/los-objetivos-de-desarrollo-sostenible-ods-traves-de-la-contabilidad-social
1143924914904342529;https://t.co/zlg9uu69X4;uik.eus/es/los-objetiv…;https://www.uik.eus/es/los-objetivos-de-desarrollo-sostenible-ods-traves-de-la-contabilidad-social
1143924914904342529;https://t.co/z2bfyZmhQf;ehu.eus/ecri;http://www.ehu.eus/ecri
1143924491581558784;https://t.co/D30C6GxaU4;twitter.com/reverdeconcaus…;https://twitter.com/reverdeconcausa/status/1143922824115032064
1143924402624630786;https://t.co/FpLOwvY2dp;educacionambiental26.wordpress.com/2019/06/24/los…;https://educacionambiental26.wordpress.com/2019/06/24/los-ods-y-la-educacion-ambiental-como-los-encajamos-ea26-26-junio-2019/
1143923914726346753;https://t.co/xTCcuZAHFH;comunidadism.es/herramientas/a…;http://www.comunidadism.es/herramientas/app-oficial-de-los-objetivos-de-desarrollo-sostenible-ods-en-espanol
1143923728516091905;https://t.co/xTCcuZAHFH;comunidadism.es/herramientas/a…;http://www.comunidadism.es/herramientas/app-oficial-de-los-objetivos-de-desarrollo-sostenible-ods-en-espanol
1143923522877710338;https://t.co/z2bfyZmhQf;ehu.eus/ecri;http://www.ehu.eus/ecri
1143923522877710338;https://t.co/YFKRd1XoiF;cienporciencapaces.com/eventos/xxxvii…;http://www.cienporciencapaces.com/eventos/xxxviii-cursos-de-verano-upvehu-los-objetivos-de-desarrollo-sostenible-ods-a-traves-de-la-contabilidad-social/
1143922418798485514;https://t.co/cCbIESvnp7;enlareando.com/2013/02/12/tra…;https://enlareando.com/2013/02/12/trabajar-menos-para-trabajar-todos-21-horas-semanales-y-renta-basica-universal/
1143922000622235648;https://t.co/Z71Xy1n6sS;nytimes.com/2015/12/14/opi…;https://www.nytimes.com/2015/12/14/opinion/a-world-without-growth.html?_r=1
1143921462195163136;https://t.co/xTCcuZAHFH;comunidadism.es/herramientas/a…;http://www.comunidadism.es/herramientas/app-oficial-de-los-objetivos-de-desarrollo-sostenible-ods-en-espanol
1143921230753554433;https://t.co/xTCcuZAHFH;comunidadism.es/herramientas/a…;http://www.comunidadism.es/herramientas/app-oficial-de-los-objetivos-de-desarrollo-sostenible-ods-en-espanol
1143919450103717891;https://t.co/Fj1mJMnOT6;twitter.com/drotorrent/sta…;https://twitter.com/drotorrent/status/1143913311777542150
1143918554825334786;https://t.co/kemTnzipQP;youtu.be/wgc9TBpq4u0;https://youtu.be/wgc9TBpq4u0
1143918544209502210;https://t.co/LdSLkwFFj4;doi.org/10.17163/ret.n…;https://doi.org/10.17163/ret.n17.2019.02
1143918498520940544;https://t.co/EQwGN53ugm;twitter.com/beambif/status…;https://twitter.com/beambif/status/1143917060264747014
1143918343948296192;https://t.co/EQwGN53ugm;twitter.com/beambif/status…;https://twitter.com/beambif/status/1143917060264747014
1143917802061017089;https://t.co/ZUeTQesbsr;twitter.com/ensgismau/stat…;https://twitter.com/ensgismau/status/1138104583945932800?s=20
1143917667771977728;https://t.co/EQwGN53ugm;twitter.com/beambif/status…;https://twitter.com/beambif/status/1143917060264747014
1143916606453669888;https://t.co/J6CQ81QTrF;elsaltodiario.com/cambio-climati…;https://www.elsaltodiario.com/cambio-climatico/los-99-hombres-y-una-unica-mujer-responsables-de-mas-del-70-de-las-emisiones-
1143916564946857991;https://t.co/7uJCzRolVD;twitter.com/IgnacioHenares…;https://twitter.com/IgnacioHenares/status/1143915742087327744
1143916395429814273;https://t.co/7uJCzRolVD;twitter.com/IgnacioHenares…;https://twitter.com/IgnacioHenares/status/1143915742087327744
1143916269877583873;https://t.co/7uJCzRolVD;twitter.com/IgnacioHenares…;https://twitter.com/IgnacioHenares/status/1143915742087327744
1143915453510799361;https://t.co/02OXBgt2DB;bit.ly/2Xp9AlF;http://bit.ly/2Xp9AlF
1143913646587858944;https://t.co/PoJWJqNGGJ;twitter.com/iagobueno/stat…;https://twitter.com/iagobueno/status/1143214579708760065
1143913009150119937;https://t.co/2cDrtCjLpw;educacionambiental26.wordpress.com/2019/06/24/los…;https://educacionambiental26.wordpress.com/2019/06/24/los-ods-y-la-educacion-ambiental-como-los-encajamos-ea26-26-junio-2019/
1143912939163963392;https://t.co/KFu34RxAgK;fundacionyuste.org/jovenes-y-expe…;http://www.fundacionyuste.org/jovenes-y-expertos-europeos-e-iberoamericanos-se-reunen-en-guadalupe-para-profundizar-en-los-retos-de-los-objetivos-de-desarrollo-sostenible/
1143912080745144320;https://t.co/6hfaX3E03y;educacionambiental26.wordpress.com/2019/06/24/los…;https://educacionambiental26.wordpress.com/2019/06/24/los-ods-y-la-educacion-ambiental-como-los-encajamos-ea26-26-junio-2019/
1143912001103699968;https://t.co/nuOIg2ldRe;diarioresponsable.com/noticias/27848…;https://diarioresponsable.com/noticias/27848-una-guia-practica-para-no-limitarse-a-la-enumeracion-de-las-actividades-de-la-empresa-relacionadas-con-los-ods
1143911862578401282;https://t.co/P6ORMILEHH;bit.ly/2XgG7KV;https://bit.ly/2XgG7KV
1143911480066265089;https://t.co/VldoJoyfhU;twitter.com/Edu_Ambiental/…;https://twitter.com/Edu_Ambiental/status/1143801729944891392
1143911439566036993;https://t.co/kRAh4tYWkf;educacionambiental26.wordpress.com/2019/06/24/los…;https://educacionambiental26.wordpress.com/2019/06/24/los-ods-y-la-educacion-ambiental-como-los-encajamos-ea26-26-junio-2019/
1143911276646735877;https://t.co/x8CoZdhpTk;twitter.com/davidgvtierrez…;https://twitter.com/davidgvtierrez/status/1143884610134323201
1143910329698672640;https://t.co/qaHSd2Kr0h;idbinvest.org/SW2019;http://www.idbinvest.org/SW2019
1143910102086197248;https://t.co/vAA5mk7GXy;bit.ly/31FvD79;http://bit.ly/31FvD79
1143907575802544128;https://t.co/q2QZEHFHuR;facebook.com/groups/PADSTec…;https://www.facebook.com/groups/PADSTechoColombia/permalink/3296201087060598/?sfnsn=mo
1143902886394568705;https://t.co/x8CoZdhpTk;twitter.com/davidgvtierrez…;https://twitter.com/davidgvtierrez/status/1143884610134323201
1143899173097562112;https://t.co/36ybauC9FI;un.org/sustainabledev…;https://www.un.org/sustainabledevelopment/es/infrastructure/
1143895549285998594;https://t.co/Fbe6Z8tRm9;lavanguardia.com/natural/ecogal…;https://www.lavanguardia.com/natural/ecogallego/20190626/463121185744/problema-moral-ecologico-cultivo-alimentos-abandonados-guerras-comerciales.html?utm_campaign=botones_sociales&utm_medium=social&utm_source=twitter
1143892938818240513;https://t.co/5xgqebB1k8;bit.ly/2ZAJ9ru;http://bit.ly/2ZAJ9ru
1143892342790926337;https://t.co/F0uvP4IqqW;prensa.mitramiss.gob.es/WebPrensa/noti…;http://prensa.mitramiss.gob.es/WebPrensa/noticias/laboral/detalle/3552
1143891742292398080;https://t.co/ozkkiEX1xi;bit.ly/TrampasPM;http://bit.ly/TrampasPM
1143891561903771649;https://t.co/ozkkiEX1xi;bit.ly/TrampasPM;http://bit.ly/TrampasPM
1143891561903771649;https://t.co/YfT4OZpiEd;bit.ly/PHroODS;http://bit.ly/PHroODS
1143891561903771649;https://t.co/95wmHQfywU;bit.ly/DanonE;http://bit.ly/DanonE
1143889151218966529;https://t.co/FSs8c0C9PL;bit.ly/2INhRrO;http://bit.ly/2INhRrO
1143887907570245632;https://t.co/oBc0HenAs5;ow.ly/ThOy50uNhmA;http://ow.ly/ThOy50uNhmA
1143884610134323201;https://t.co/FLV2E5fB7E;educacionambiental26.wordpress.com/2019/06/24/los…;https://educacionambiental26.wordpress.com/2019/06/24/los-ods-y-la-educacion-ambiental-como-los-encajamos-ea26-26-junio-2019/
1143880478702915584;https://t.co/vNG8EzG2wA;twitter.com/cesvegamedia/s…;https://twitter.com/cesvegamedia/status/1143861364336877569
1143879873758466049;https://t.co/xzi1aGXZBb;twitter.com/cesvegamedia/s…;https://twitter.com/cesvegamedia/status/1143861087743500290
1143879357640912896;https://t.co/8fTqhkVoxt;twitter.com/TadeoGZ/status…;https://twitter.com/TadeoGZ/status/1143845119646457858
1143876949619683328;https://t.co/FpLOwvY2dp;educacionambiental26.wordpress.com/2019/06/24/los…;https://educacionambiental26.wordpress.com/2019/06/24/los-ods-y-la-educacion-ambiental-como-los-encajamos-ea26-26-junio-2019/
1143876022015877120;https://t.co/a2wWTP2Qqw;twitter.com/PactoMundial/s…;https://twitter.com/PactoMundial/status/1142423941891403776
1143874068082565120;https://t.co/tnI9a4njh1;bit.ly/2LYDVmB;http://bit.ly/2LYDVmB
1143872049368248321;https://t.co/kRAh4tYWkf;educacionambiental26.wordpress.com/2019/06/24/los…;https://educacionambiental26.wordpress.com/2019/06/24/los-ods-y-la-educacion-ambiental-como-los-encajamos-ea26-26-junio-2019/
1143871444839010305;https://t.co/HELd7bbPTO;eysmunicipales.es/actualidad/uda…;https://www.eysmunicipales.es/actualidad/udalsarea-2030-publica-una-gua-prctica-para-implantar-los-objetivos-de-desarrollo-sostenible-en-municipios
1143871059684450304;https://t.co/OJM0lqyoMX;m.facebook.com/story.php?stor…;https://m.facebook.com/story.php?story_fbid=2220798751308973&id=678792285509635
1143870527016243200;https://t.co/Qi2Qt7wIF8;ethic.es/entrevistas/je…;https://ethic.es/entrevistas/jeffrey-sachs-cambio-climatico/
1143868581844856835;https://t.co/7aVdh6ksbP;kreab.com/espana/actuali…;https://kreab.com/espana/actualidad/expertos-en-transparencia-y-empresas-reclaman-un-circulo-de-confianza/
1143866585842667522;https://t.co/H4yBuHKybn;buff.ly/2LmBAA3;https://buff.ly/2LmBAA3
1143864496420786177;https://t.co/OJM0lqyoMX;m.facebook.com/story.php?stor…;https://m.facebook.com/story.php?story_fbid=2220798751308973&id=678792285509635
1143862646342656001;https://t.co/FxWHhYA1aI;bit.ly/2MCYiCB;https://bit.ly/2MCYiCB
1143861287480365057;https://t.co/eUFfE5HZSE;verosol.es/espana-en-el-p…;https://verosol.es/espana-en-el-puesto-21-de-162-en-cumplimiento-de-los-ods/
1143860397457444866;https://t.co/aEqfM2Gbqv;bit.ly/31IqmM0;https://bit.ly/31IqmM0
1143859482566508545;https://t.co/IfZ6MbYnni;bit.ly/2F6t9oI;http://bit.ly/2F6t9oI
1143859474677030913;https://t.co/ZdBPcZOIe5;twitter.com/ChileVoluntari…;https://twitter.com/ChileVoluntario/status/1143857937242349568
1143858293070270464;https://t.co/H75aM6s5PL;pga.uimunicipalistas.org/catalogo/422;https://pga.uimunicipalistas.org/catalogo/422
1143857937242349568;https://t.co/Rx1CZC6Z8X;catastro.injuv.cl;http://catastro.injuv.cl/
1143857937242349568;https://t.co/WaF5DRG2py;twitter.com/InjuvChile/sta…;https://twitter.com/InjuvChile/status/1141017693094633473
1143853046969131008;https://t.co/iHg0OnEHWh;twitter.com/LAURADEVEGAF/s…;https://twitter.com/LAURADEVEGAF/status/1143842092319461376
1143850172318998528;https://t.co/qjkBeyjAdd;twitter.com/Valencia_EC/st…;https://twitter.com/Valencia_EC/status/1143837471618326529
1143849612488454144;https://t.co/QuRZdKyo3C;bit.ly/2FzwWen;http://bit.ly/2FzwWen
1143849600190681088;https://t.co/xUaNytk5oK;twitter.com/wef/status/114…;https://twitter.com/wef/status/1143807138415951872
1143846966868271107;https://t.co/DfnbmZK2WS;twitter.com/Valencia_EC/st…;https://twitter.com/Valencia_EC/status/1143837471618326529
1143845927062593542;https://t.co/D7mjtB9cdv;efeverde.com/blog/lo-pequen…;https://www.efeverde.com/blog/lo-pequeno-es-hermoso/ods-agua-limpia-saneamiento/
1143841875775954950;https://t.co/pOihNY27dZ;aragondigital.es/2019/06/26/ara…;https://www.aragondigital.es/2019/06/26/aragon-destinara-otros-50-000-euros-para-frenar-una-pobreza-energetica-que-persiste-en-verano/
1143840611168063490;https://t.co/leVUkTiRoj;pactomundial.org/2019/06/integr…;https://www.pactomundial.org/2019/06/integrando-los-ods-en-el-reporting-corporativo-guia-practica-en-castellano/
1143840094207582208;https://t.co/tbLg91TvHo;bit.ly/2wC8AvB;http://bit.ly/2wC8AvB
1143839095166263298;https://t.co/ibJWS3uNoe;twitter.com/MedialabPrado/…;https://twitter.com/MedialabPrado/status/1143164364263964673
1143838876924022785;https://t.co/vPxJZSMsf9;elrucpolitic.blogspot.com/2019/06/la-age…;https://elrucpolitic.blogspot.com/2019/06/la-agenda-2030.html
1143835954681196544;https://t.co/HNBzpkQdMg;bit.ly/2Krvj6B;https://bit.ly/2Krvj6B
1143830114855215104;https://t.co/EoXvVUvi4a;ecodes.org/notas-de-prens…;https://ecodes.org/notas-de-prensa/2019-06-26-08-43-15#.XRNAt9MzZN0
1143829519964524545;https://t.co/WR3l4UD4WG;bit.ly/ODSAFRICA;http://bit.ly/ODSAFRICA
1143828765270827008;https://t.co/hmYiAiBZgB;bbva.info/2Xw7aBY;https://bbva.info/2Xw7aBY
1143828764813680640;https://t.co/NBUkK3kamy;fairtr.de/1RM;http://fairtr.de/1RM
1143828302353899520;https://t.co/VldoJoyfhU;twitter.com/Edu_Ambiental/…;https://twitter.com/Edu_Ambiental/status/1143801729944891392
1143826956951195649;https://t.co/HNBzpkQdMg;bit.ly/2Krvj6B;https://bit.ly/2Krvj6B
1143826727157796865;https://t.co/PlCs7gUXay;bit.ly/2XCjL6w;https://bit.ly/2XCjL6w
1143826249363677185;https://t.co/5t4mAQ6vMY;bit.ly/2MsKXAr;http://bit.ly/2MsKXAr
1143821760615333896;https://t.co/MDR7PAxoZ3;youtu.be/J2Eo6Bpohh0;https://youtu.be/J2Eo6Bpohh0
1143821559490068480;https://t.co/FoiDifcvah;unleash.org;https://unleash.org/
1143820115026284544;https://t.co/YSWeyg8Ay8;bit.ly/2X4qk2s;http://bit.ly/2X4qk2s
1143819961720279040;https://t.co/igICvgtq6O;bit.ly/2XkjD8y;http://bit.ly/2XkjD8y
