from_user,user_followers_count,user_friends_count,retweet,tweet
MariCSayan,261,608,True,False
BelchiAG,715,691,True,False
AntonioHerrera_,526,550,True,False
ivanojedapy,2391,2574,True,False
aldeassosSV,1434,687,False,True
EmprenderEnCali,6745,429,True,False
enderbautista6,236,515,False,True
fmarrero2,1705,2606,True,False
mvillacist,6,29,True,False
rubenricano,5535,3774,False,True
abdias_uziel,95,243,True,False
ViiOrozco_,134,1038,True,False
Montijano,7920,1883,True,False
Montijano,7920,1883,True,False
mrojascoach,1054,1072,False,True
alexanderubaldo,473,1081,True,False
CinthyaLpez10,377,662,True,False
GPSalmeron,5358,972,False,True
TRASERVI1,75,49,True,False
magitoto,1587,224,False,True
VHLEZCANO,186,250,True,False
cecinavarro,357,1141,True,False
Totu76,85,699,True,False
Laboratoriorg,169,468,False,True
SellesYeniffer,3,18,True,False
SellesYeniffer,3,18,True,False
Allegravi,1744,373,True,False
Mides_RRII,2178,1111,True,False
EmeterioOchoa,6356,808,False,True
neuscm3,194,562,True,False
rodrigoisasi,943,956,True,False
Allegravi,1744,373,True,False
SantaellaME,479,536,True,False
ciudades_demx,852,353,True,False
marce9462,3187,2643,True,False
DGEECpy,2390,762,True,False
PilucaRomero,609,678,True,False
KarlaMi02672602,3,36,True,False
pcambat,218,711,True,False
Cmunicipios1,2203,352,True,False
fgiandana,405,1883,True,False
MA_Margain,2944,558,True,False
urdaneta_e,447,1088,True,False
erickdlbm,940,1309,True,False
InnovacionUNAM,6699,1069,False,True
emma_gomis,59,182,True,False
PatriciaGD57,69,171,True,False
guilleechenique,624,589,True,False
star__gz,924,222,True,False
HugoEPalacios,178,130,True,False
leopollach,200,495,True,False
InkaMattila,2985,1277,True,False
DataRepublica,22,29,True,False
DataRepublica,22,29,True,False
DataRepublica,22,29,True,False
DataRepublica,22,29,True,False
DataRepublica,22,29,True,False
DataRepublica,22,29,True,False
ComisionOds,205,638,True,False
ComisionOds,205,638,True,False
CoronadoRom,856,646,True,False
CoahSustentable,1118,1209,True,False
VINTEMX,2432,547,True,False
matianconetani,936,345,False,True
ComisionOds,205,638,True,False
AngelVill17,52,150,True,False
ONUMX,126468,726,False,True
RamonTapiaC,515,1787,True,False
LuzMari47800585,3,1,True,False
suarezalfredo,803,1576,True,False
ComisionOds,205,638,True,False
daniguties,2996,3510,True,False
ComisionOds,205,638,True,False
armeniaciudad,15870,9533,True,False
fundacionintern,74,217,True,False
vania_lilian,1081,2063,True,False
Comunidad_AEDH,13618,7129,True,False
PactoMundialMex,3636,873,False,True
rrojasmauricio,328,646,True,False
JuanCFulgencio,2874,2328,True,False
marlonwladimir8,32,137,True,False
Agrotous,135,147,True,False
acizulia,2325,1636,True,False
smairata,2828,5002,True,False
jgarciadv1,1166,1161,True,False
UnSocialConfuso,238,409,True,False
LegisAbiertaMza,3756,649,False,True
lavozempresari2,155,249,True,False
lccabareda,1896,3319,False,True
emprenemjunts,10680,1084,False,True
mariagemaquint1,866,742,True,False
18rodpf,777,557,True,False
CENDES_UCV,4678,1991,True,False
FerMirandaMen,623,916,True,False
CDSustentable,2780,4339,True,False
MujeresTech,6710,1696,True,False
Mgomezcasas,358,592,True,False
311Panama,49416,8715,True,False
escueladelagua1,493,2317,True,False
BIDInvest,13480,1420,False,True
pactocolombia,10566,2451,False,True
ISMERCOSUR,1986,660,False,True
EynarGaitan,138,1072,True,False
Placidopv,2692,4841,True,False
spgamino_g,124,514,True,False
CulturadelAgua7,129,840,True,False
MdRestauracion,1075,935,True,False
SenniafV,6,23,True,False
graceiq72,45,188,True,False
deturner_any,5,6,True,False
fpm_Francisco,351,302,True,False
ONU_RD,11780,611,True,False
BorichoFT,129,289,True,False
teiknasocial,183,871,True,False
SgSisca,1855,1675,True,False
renovacionverde,14001,5664,True,False
RafaelH73147649,8,3,True,False
SherenePerez1,7,6,True,False
Senniaf,8317,820,False,True
anastasiapenelo,125,109,True,False
AsprillaPaulina,103,216,True,False
Senniaf,8317,820,True,False
A2030MX,52,218,True,False
Cristia16062147,4,1,True,False
Rafael80297517,6,10,True,False
Cmendozapuccini,352,1455,False,True
FcoPalavicini,232,636,True,False
FedeGoodok,611,976,True,False
selvinrivas76,1565,2600,False,True
PDICIENCIA,962,599,True,False
La_Beltrana_,73,374,True,False
infoCEPEI,3039,1022,False,True
sandraxab,452,787,False,True
infoCEPEI,3039,1022,False,True
RedViralEdomex,454,466,False,True
Cooper2030ods,4951,683,True,False
agenciacbajoven,8208,1105,True,False
infoCEPEI,3039,1022,False,True
GreenDrinksBA,3227,1975,True,False
pelayoroc,36,96,True,False
pelayoroc,36,96,True,False
waliagaasto,24,74,True,False
infoCEPEI,3038,1022,False,True
EspesPilar,10,52,True,False
javipi1964,1166,1152,True,False
reamsurca,22,32,False,True
JonathanPleitez,303,1347,False,True
pepstone,696,2025,True,False
Alex_Grita,254,415,True,False
ecointeligencia,106889,8782,False,True
Anfraile,554,272,True,False
joserramol,239,768,True,False
PatriciaAriasV,10,65,True,False
infoCEPEI,3038,1022,False,True
conpymeSpain,2558,3890,True,False
josealfonsosori,12,56,True,False
Coopsdetrabajo,4016,1955,True,False
rquerolbello,2711,1457,True,False
IgualtatPSC,450,128,True,False
Felouo,128,659,True,False
giovanny_lemus,41,200,True,False
alecutuli,212,615,True,False
infoCEPEI,3038,1022,False,True
infoCEPEI,3038,1022,False,True
paunailojeda,346,1072,False,True
StefaniaMarcone,204,161,True,False
cicat_cl,10374,7752,False,True
tikopineda,3738,1153,True,False
monicaberrocalh,12,82,True,False
infoCEPEI,3038,1022,False,True
InmaVelascoJuez,230,118,True,False
jorgesolana,1177,590,False,True
BikeRecyclingMX,183,52,True,False
infoCEPEI,3038,1022,False,True
ciudadesODS,413,481,True,False
cncuvenezuelau1,132,71,True,False
ClimaxNTN24,6122,5286,True,False
gabrielfrengifo,312,900,True,False
CDH_Defensoria,571,500,False,True
ICEXEcuador,904,434,True,False
custolopez,665,552,True,False
Vevichi,1495,2807,True,False
PactoMundial,17653,560,False,True
revistapaginav,1122,2817,True,False
ivanordovas,2067,2266,True,False
laurahoja,124,257,True,False
ANIAagronomos,1083,714,True,False
paoleja83,67,128,True,False
DNCC_PY,94,182,True,False
CGCOIA,1740,248,True,False
MMolineroE,2628,989,False,True
de_quiros,148,430,True,False
PrecioAlCarbono,583,1596,True,False
PactoGlobalEcua,9005,607,False,True
ConstruyendoyC,1613,884,False,True
AlcaldesMexico,46181,24743,False,True
raisabanfield,68715,737,False,True
WorldRuralForum,4389,1533,True,False
_marcos_martin,1303,1560,True,False
ViceRDo,137133,911,True,False
jesusdelaosa,3401,2871,True,False
drubiniski,399,292,True,False
_AnaCarrillo_,889,626,True,False
GMilitanciActiv,177,259,True,False
chicholmf,961,3205,True,False
julioandrade_ru,7841,7859,False,True
JoseSEIASA,175,491,True,False
PaulaManquemil2,124,784,True,False
GrupoDima,1150,2594,True,False
diaynoche5,1960,4997,True,False
AsopesmaAso,493,2219,True,False
SeveroBrujo,65,568,True,False
porsiete,201,94,True,False
CMNUCC,54587,401,False,True
mariangel1980_8,810,690,True,False
Alejand66731855,8,24,True,False
ProSoliRD,32070,1011,False,True
AmaliaSanR,216,428,True,False
EmpresaEscuela,57,171,False,True
ODSTerritorioEc,981,257,False,True
CristinaNarbona,26233,1531,True,False
f_f_ambiental,1695,621,True,False
CTCRD,7491,426,True,False
JorgeColoma79,141,197,True,False
gabsocialRD,330,21,False,True
CSCAE,18826,760,True,False
UNHabitatSpain,915,304,True,False
ViceRDo,137133,911,False,True
f_miranda_s,3187,785,True,False
cabanero_javier,148,79,True,False
UNHabitatSpain,915,304,False,True
FedeGoodok,611,976,True,False
Eugenia_Aq,1238,987,True,False
Selphinia,939,323,False,True
pelayoroc,35,95,True,False
ogasunaEJGV,204,189,True,False
fmachado_felipe,33,44,True,False
OpenExpoEurope,4256,1769,True,False
PedroAzpiazu,1464,329,False,True
mvillacist,6,29,True,False
DavidCarballoTF,242,418,True,False
PedroAzpiazu,1464,329,False,True
EARAMONDELLI,408,818,True,False
APIE_es,1811,382,True,False
gestion_age,153,119,True,False
eneaconsultoria,195,295,True,False
ItayaCabreraLo,227,211,True,False
SilviaMorimoto,2030,1175,False,True
FELIXAOVEJERO,487,465,True,False
Estress4,291,603,True,False
ArnaudPeral,3845,520,True,False
carlosarijuarez,21,284,True,False
Smeldy,67,81,True,False
Javirayf1,411,622,True,False
gobdecordoba,153872,207,True,False
YpsilomRSE,1323,501,True,False
YpsilomRSE,1323,501,True,False
PCNPost,860,1175,False,True
Antwan_Eduardo,5,92,False,True
Antwan_Eduardo,5,92,False,True
sondbcn,396,432,True,False
CMDMexico,1856,1597,False,True
311Panama,49410,8713,True,False
albringas,365,775,True,False
GaliciaSostible,787,199,False,True
MaribelVerdeg,787,505,True,False
caixabank,47017,617,False,True
ANTAI_Panama,4955,1228,False,True
rubenricano,5535,3774,True,False
CMDMexico,1856,1597,False,True
Antwan_Eduardo,5,92,False,True
manupleguezuelo,2195,1448,False,True
CorporacionGES,741,1509,True,False
FuturoLatinoame,643,603,True,False
lmendizabal4,2246,1324,True,False
a_maltareis,145,489,True,False
juliuslaetus,1824,1345,True,False
juliuslaetus,1824,1345,False,True
ODSTerritorioEc,981,257,True,False
ODSTerritorioEc,981,257,False,True
ParcSama,485,556,False,True
ana_ases,156,92,True,False
ambiente2080,2,42,True,False
juliobritospy,271,278,True,False
mangosilencioso,21,152,True,False
juliuslaetus,1824,1345,False,True
ji13,253,329,True,False
NFoaps,17,73,True,False
MiluElBarbaro,102,204,True,False
mitecogob,21296,192,False,True
Valeria_Ratti,40,401,True,False
CBCbiodiverso,108,105,False,True
UIMP,22041,3186,True,False
Libertad7Mary,17,333,True,False
cantabriaes,36709,145,False,True
Carlo_Angelesm,1031,582,True,False
jomasarod,169,241,True,False
ElenaDacalP,199,377,True,False
DyConsultores,150,375,True,False
gabsocialRD,330,21,False,True
nmoyasan,272,305,True,False
PilarRQuiroga,135,93,True,False
AlCaceresMon,520,1397,True,False
observafiscalcl,4327,3762,False,True
ConectividadCBA,3664,4448,True,False
secgeneralcba,874,183,False,True
PilarRQuiroga,135,93,True,False
PilarRQuiroga,135,93,True,False
gonzaloLadoA,1421,592,False,True
teiknasocial,183,871,False,True
CorporacionGPF,1419,212,False,True
teiknasocial,183,871,False,True
AlineMorenoG,342,1347,True,False
YABTs,7130,973,False,True
CapacitaRSE,19743,2181,False,True
Unach_ec,3462,106,False,True
eulacfoundation,5865,1991,True,False
ArroyoPaloma,780,230,False,True
_perazzo_,303,221,False,True
MargaritaDucci,1600,353,True,False
AnaMariaPerezC8,123,518,True,False
AnaMariaPerezC8,123,518,True,False
AnaMariaPerezC8,123,518,True,False
jagg66,842,2079,True,False
FuturoEnComun,1191,418,True,False
PactoGlobalEcua,9003,607,False,True
Batera2030ORG,2383,2572,False,True
tonyvives,4205,19,False,True
valentincu,12,13,True,False
verobgm,1096,815,False,True
tonyvives,4205,19,False,True
LCharliac,44,492,False,True
Fausto_Zarate,1007,1000,True,False
infoREEDES,1381,340,True,False
extransp,429,293,True,False
extransp,429,293,True,False
extransp,429,293,True,False
OpenDataEc,1585,267,True,False
OpenDataEc,1585,267,True,False
nery_contreras,26,124,True,False
pazpyma,301,662,False,True
ttiikkii,9,59,True,False
cibervoluntario,17013,3442,False,True
xavieyepezs,75,577,True,False
cibaonews,3275,1757,False,True
ProtestaLPGC,3147,2850,True,False
garoman,478,522,True,False
ashisosas,2497,3091,True,False
Yazcardenas15,892,842,False,True
coop4equality2,219,356,True,False
cite_ec,1441,277,False,True
TriplemediaI,113,475,True,False
sastoque99,203,961,True,False
juliuslaetus,1824,1344,True,False
juliuslaetus,1824,1344,True,False
adrianacastrog,190,1146,True,False
AngelaGordiola,138,243,True,False
CristianMEVZ,210,1563,False,True
YpsilomRSE,1323,501,False,True
mcatalinavr,50,376,True,False
jallorente,9845,1670,True,False
FundTropicalia,765,340,True,False
FEFCMadrid,136,38,False,True
ACN_Veterinario,1123,326,True,False
yerunfernandez,44,241,True,False
ONUChile,16923,420,True,False
sandrapmesar,55,377,True,False
PnudColombia,71553,3127,False,True
OxfamIntermon,84305,2299,False,True
ProyectoCantera,745,1979,False,True
revistapaginav,1121,2808,True,False
ODSTerritorioEc,980,256,False,True
PactoGlobal,8097,914,False,True
Francis68367607,208,1563,True,False
FelipeARoa,1423,2482,False,True
CTCRD,7491,426,True,False
ambienterd,29704,1022,False,True
INAFED_Mx,5016,412,False,True
wrphelan,1227,871,True,False
TropicaliaRD,605,79,False,True
florprotocolo,3330,1788,False,True
deturner_any,5,6,True,False
ivntres,1043,1225,True,False
JuanCFulgencio,2873,2328,True,False
davisdeleon,3782,1184,True,False
MedialabCIESPAL,2022,450,True,False
avanzasostenibl,66,115,False,True
JuanArielHerre3,94,36,True,False
M_Emprendedora,5159,571,True,False
SellesYeniffer,3,18,True,False
RAriasD,534,275,True,False
UNISDR_Americas,4265,569,True,False
rrarriazu,993,1466,True,False
maguaral,403,829,False,True
marcosgonzalezm,13967,7139,True,False
honeggermolina,3082,55,True,False
EARAMONDELLI,408,818,True,False
maitezab,69,105,True,False
IkerIbeas,9,14,True,False
FundTropicalia,765,340,True,False
AnaGuzmanQ,923,541,True,False
Portocolomases1,38,126,False,True
CuantixIS,1319,1628,False,True
DataRepublica,22,29,True,False
DataRepublica,22,29,True,False
DataRepublica,22,29,True,False
DataRepublica,22,29,True,False
DataRepublica,22,29,True,False
silviacorbalan,258,1205,True,False
aguasdecordoba,341,105,True,False
GrupoFARO,2679,1035,False,True
YomiMoreiraL,309,289,True,False
IsraelLpezMarn1,153,489,True,False
pojoaju,1412,1139,True,False
CreaCulturaRsC,202,522,True,False
Hazloposible,37032,6735,True,False
Juanicolas_in,1134,2008,False,True
alexchavezh77,94,148,True,False
JannioGuzman,1244,171,True,False
JuntosporlaVida,795,836,True,False
ElSeorAnderson1,49,159,True,False
cluchini,137,332,False,True
datalat,2023,432,True,False
Carlo_Angelesm,1031,582,True,False
rubendmarquez,294,380,False,True
juanalfredo_dlc,562,371,True,False
juanalfredo_dlc,562,371,True,False
jpceja1,473,1365,True,False
EleComoPuente,147,316,False,True
karenina_flores,374,540,True,False
apmunozg,404,362,True,False
rosamunozelena,1304,4598,False,True
maurotapiab,708,844,True,False
FAOEspana,1544,227,False,True
OpenDataEc,1585,267,True,False
ing_salcido,6,114,True,False
FAOGuatemala,5413,811,False,True
juliuslaetus,1824,1344,False,True
juliuslaetus,1824,1344,True,False
RCorderoRC,524,3650,True,False
juliuslaetus,1824,1344,True,False
redam_ecuador,609,98,True,False
redam_ecuador,609,98,True,False
redam_ecuador,609,98,True,False
redam_ecuador,609,98,True,False
OpenDataEc,1585,267,True,False
OpenDataEc,1585,267,True,False
AguaGranada,330,79,True,False
OpenDataEc,1585,267,True,False
OpenDataEc,1585,267,True,False
OpenDataEc,1585,267,True,False
RCANTUE,186,514,True,False
UIMP,22040,3186,True,False
CorporacionGES,741,1509,True,False
UIMP,22040,3186,True,False
datalat,2023,432,False,True
infoCEPEI,3036,1022,False,True
pazvila1,45,178,True,False
micohugo,344,792,False,True
ACADEMIASUR,101,126,True,False
suarezalfredo,803,1576,True,False
Fer_Jurado,621,795,True,False
fbuyolo,7253,6357,True,False
fbuyolo,7253,6357,True,False
COAMSS_OPAMSS,1650,1156,False,True
infoCEPEI,3036,1022,False,True
fbuyolo,7253,6357,True,False
aliachahin,803,429,True,False
ODSTerritorioEc,980,256,True,False
cesardargam,8276,498,True,False
BelchiAG,715,689,True,False
SillasMusicales,1484,2087,True,False
plopezram,107,169,True,False
infoCEPEI,3036,1022,True,False
And_CortesZ,145,168,True,False
Ecuadorencifras,101689,88,True,False
FelixCondes,37,144,True,False
And_CortesZ,145,168,True,False
datalat,2023,432,False,True
Doxarquia,570,1812,True,False
EnCapacitacion,300,1367,True,False
ComisionODSRD,321,166,True,False
KarenUrdaneta20,117,113,True,False
ComisionODSRD,321,166,True,False
infoCEPEI,3036,1022,True,False
ValentinCarrera,1730,1358,True,False
datalat,2023,432,False,True
PNUDRD,9501,686,False,True
Luis_Fierro_Eco,1795,4997,False,True
Pili_Vendrell,267,100,True,False
infoCEPEI,3036,1022,True,False
DeleGobCataluna,6675,284,False,True
CapacitaRSE,19743,2181,False,True
EMPODERA_org,5344,1200,True,False
yohdt,16,32,True,False
FedeGoodok,611,976,True,False
CONEP_RD,32054,465,False,True
celhio,132,130,True,False
celhio,132,130,True,False
PNUDEcuador,9282,1424,False,True
AsprillaPaulina,103,216,True,False
datalat,2023,432,True,False
datalat,2023,432,True,False
datalat,2023,432,True,False
datalat,2023,432,True,False
PNUDEcuador,9282,1424,False,True
juliuslaetus,1824,1344,False,True
GabrielFerrero1,1313,840,True,False
eLAC_CEPAL,10349,499,True,False
ViceRDo,137130,911,False,True
EmiliaRamirezP,296,538,True,False
VolquezGladys,282,1457,True,False
fundaepekeina,2117,1870,True,False
fmujeres,14969,273,True,False
wrphelan,1227,871,True,False
juanmvila,2362,2058,True,False
infoCEPEI,3036,1022,True,False
CECYTEH_METZ,628,289,True,False
CECYTEH_METZ,628,289,True,False
lauraespejo76,449,234,True,False
TropicaliaRD,605,79,False,True
PNUDEcuador,9282,1424,False,True
Parlasur_Mnes,1623,2039,True,False
VZapata65,853,628,True,False
revistapaginav,1122,2803,True,False
infoCEPEI,3036,1022,False,True
BibliotecaCEPAL,5575,1286,False,True
secgeneralcba,873,183,False,True
CathyGaldz,198,666,True,False
zibersanti,2136,2440,True,False
YABTs,7130,972,False,True
meugeniacombi,63,140,True,False
ClimaxNTN24,6123,5286,True,False
RedJovenVzla,993,45,False,True
infoCEPEI,3036,1022,False,True
msoleto,4492,1957,True,False
CCEDSCorrientes,473,792,False,True
infoCEPEI,3036,1022,False,True
aegon_es,882,518,False,True
mnlenjuanes1974,116,1427,True,False
alvaroandradeec,196,598,False,True
mnlenjuanes1974,116,1427,True,False
_marcos_martin,1303,1560,True,False
mnlenjuanes1974,116,1427,True,False
mnlenjuanes1974,116,1427,True,False
TribunaPoltica1,105,652,True,False
IARSE,15757,9321,False,True
alirenedo,1048,1544,True,False
fpLeti,58,154,True,False
VicentVG,3149,3277,True,False
VicentVG,3149,3277,True,False
Ana_F_Laviada,85,154,True,False
pactoglobalpy,958,156,False,True
PactoGlobal,8096,913,True,False
JoseCerdanBelda,434,456,True,False
ChinitaLC,2380,1435,True,False
osdelsur,1,1,False,True
BernalAleee,7,72,True,False
incatema,624,2057,False,True
ffranrojas,4285,2147,True,False
VictoriaSeiasa,222,211,True,False
CREAndalucia,4164,292,True,False
carlos_torresb,2018,3321,True,False
osdelsur,1,1,False,True
VictoriaSeiasa,222,211,True,False
cibervoluntario,17009,3442,False,True
valle_gem,27,2,True,False
Senniaf,8314,820,False,True
Corresponsables,29041,17045,False,True
VicentaGmez2,76,121,True,False
MDiosR,222,168,False,True
Futureco_BioSci,424,554,False,True
RAISFundacion,8522,598,True,False
jmcaballol,716,633,True,False
quintaporrua,135,34,False,True
santiagosargue,209,182,True,False
HugoAyalaAndrad,17,21,True,False
GarciaFeregrino,160,861,True,False
OliStream,798,1286,False,True
MujeresTech,6706,1695,True,False
BelchiAG,715,689,False,True
CundoCaso,68,92,True,False
SanidadF,49,21,True,False
mimanro,974,528,True,False
iSostenibilidad,6184,1985,False,True
La_network,11675,3061,True,False
mauceballosp,907,2267,True,False
iSostenibilidad,6184,1985,False,True
MoritzBarcelona,54972,7132,True,False
favre99,479,1565,True,False
AMGNMx,1045,208,False,True
fresno_es,375,510,False,True
teguayco,1902,536,True,False
YpsilomRSE,1323,501,False,True
iSostenibilidad,6184,1985,False,True
mj_murciano,53,176,True,False
helenaancos,5842,1699,True,False
iSostenibilidad,6184,1985,False,True
RoberCachorro,281,249,True,False
RoberCachorro,281,249,True,False
mariasegurasan5,33,41,True,False
COCEMFECV,1510,145,True,False
CCOOLaRioja,1824,1690,True,False
HugoSergiorold1,5,5,True,False
salas_mercedes,1698,1041,True,False
CV_Zarges,2056,1262,True,False
LAURADEVEGAF,731,980,False,True
joantp,2386,2121,True,False
alexanderboto,167,502,True,False
AnaisdelaCruz91,101,256,True,False
StephWRF,17,144,False,True
federacionISF,5167,1980,False,True
agorarsc,12873,3215,True,False
VIAQUA,1585,435,True,False
VIAQUA,1585,435,False,True
dipucordoba,19932,972,False,True
PaseoBuenPastor,12704,1114,True,False
redespanola,11844,5751,False,True
Amalia224,709,356,False,True
FunHoHa1,27,134,True,False
FundacionAlda,499,498,True,False
agenciacbajoven,8207,1105,False,True
EnxQuim_USC,1559,537,True,False
feijoo_costa,441,413,False,True
redespanola,11844,5751,False,True
PaulGustavoE,2678,2794,False,True
vorosoler,1255,775,True,False
oikit,678,639,True,False
somos_dLana,1386,890,False,True
KLAUSGERMANPH,1450,1569,False,True
albertvilarino,2274,697,True,False
ovalero_arq,155,869,True,False
CopersaInforma,194,425,True,False
CHGuadalquivir,4487,537,True,False
alfonso_saltos,433,650,False,True
ainiatecnologia,8401,2113,False,True
Casaafrica,18116,716,False,True
gonzalezmateos,721,1082,True,False
ROUSSCORONA,182,251,True,False
EFEverde,106112,3440,False,True
promalaga,13452,3962,False,True
ForoDeImpacto,589,121,True,False
EnMangasVerdes,6558,2829,True,False
CYTlab,8889,1811,True,False
MinIndustriaLR,1179,340,False,True
iriolmos,141,109,False,True
MoncasideAlvear,3060,2761,False,True
CDOverde,1981,1507,False,True
Elarkidelbarrio,590,1637,True,False
CristinaBorraj1,497,77,True,False
paranega1,82,322,True,False
belen_comeche,54,91,True,False
FCIDEMAR,639,670,False,True
HoraAmerica,3315,1607,True,False
AragonVoluntari,561,202,True,False
Jofinajuca,212,611,True,False
IrmaMartinezC,5135,119,True,False
pdiazlaborda,106,319,False,True
aszapla,3630,2391,True,False
ele_trigo,482,1141,True,False
renovacionverde,13997,5662,True,False
VicMorales,132,200,True,False
montagudol,284,398,True,False
VicMorales,132,200,True,False
montagudol,284,398,True,False
VicMorales,132,200,True,False
FAOEspana,1544,227,True,False
dinapsis,1274,1019,True,False
JCHR19201,46,353,True,False
carmenpinan,1245,351,True,False
eflorescervera,352,1625,True,False
iambiente,59229,23621,True,False
CarlosdelaMora8,850,532,True,False
_Isra_Cruz,318,380,False,True
DGobAndalucia,7399,360,True,False
MarceloHCabrera,40173,1785,True,False
mu_valladolid,59,111,True,False
a_alonsonunez,2367,1939,True,False
_marcos_martin,1303,1560,False,True
_marcos_martin,1303,1560,False,True
_marcos_martin,1303,1560,False,True
_marcos_martin,1303,1560,False,True
_marcos_martin,1303,1560,False,True
_marcos_martin,1303,1560,False,True
PepeMontes11,3043,1667,True,False
Maria_Paly,21,178,True,False
ImpactHubMAD,21315,3426,True,False
fecoreva,423,287,True,False
DGobiernoCV,4702,537,True,False
antgalan,14868,11672,True,False
Lidia_Codinachs,1653,1814,True,False
Lidia_Codinachs,1653,1814,True,False
Alvana72,734,1746,True,False
aarroborodas,271,413,True,False
suromig,1628,897,False,True
EvaPiera_Madrid,2534,1834,True,False
SmartBe_fr,2378,1006,True,False
SEIASA_OFICIAL,1439,820,False,True
MAPFRE,44510,1918,False,True
vorosoler,1255,774,True,False
DGobiernoCV,4702,537,True,False
antgalan,14864,11671,True,False
CAONGD,2841,734,False,True
FundacionETNOR,4724,697,False,True
Ethic_,34202,1793,False,True
VicentVG,3148,3276,True,False
riadmeddeb,2049,5000,True,False
AEISinnovacion,40,172,False,True
CajaIngenieros,13806,11698,False,True
pozo_lau,1482,3652,True,False
ProydeZaragoza,305,195,True,False
pilaraymara,6778,2786,True,False
ValentinCarrera,1730,1358,False,True
andresckane,738,626,True,False
CRE_Villalba,924,432,False,True
VIAQUA,1585,435,False,True
Arturolarena,8915,3486,True,False
iSostenibilidad,6178,1985,False,True
ValentinCarrera,1730,1358,True,False
ElkinVelasquezM,3149,247,False,True
manupleguezuelo,2195,1448,True,False
joancalabuig,5191,2071,True,False
cigoloce,1031,1772,True,False
pozo_lau,1482,3652,True,False
MejorasE,122,255,True,False
Any_Solution,628,721,True,False
MoncasideAlvear,3060,2761,False,True
a_alonsonunez,2367,1939,True,False
SalvaMoncayo,729,382,True,False
TRSA_rrhh,5332,118,False,True
josecdiez,93960,2817,False,True
FIAPAS,555,70,False,True
ArquitecturaEF,348,440,True,False
josecdiez,93960,2817,False,True
smartcityclust,2443,1044,False,True
FondoCanCoopera,1167,869,True,False
Mercasa_mercas,3435,953,True,False
Fer_GuzmanR,873,2216,False,True
ecienciacom,11407,989,True,False
SEIASA_OFICIAL,1439,820,False,True
Umedicolegio,682,55,True,False
RafaelArmesto,471,299,True,False
josecdiez,93960,2817,False,True
EkoREC_eus,2272,2510,True,False
Agenda_Empresa,2445,753,False,True
designthinkbot,7367,1,True,False
luisjasanchez,11113,3763,True,False
jaimecologist,1070,1918,True,False
foretica,17036,1333,False,True
albeitargarcia,27,247,True,False
CIMASINNOVACION,741,731,False,True
Felipeuds_esp,26,22,True,False
leidalagg,54,39,True,False
IdeacionCanal,30,207,False,True
LuciaInigo_CDTI,1613,1776,True,False
Hazloposible,37029,6735,False,True
sebasdevilla,63,127,True,False
himatia72,29,23,True,False
Corresponsables,29035,17040,True,False
EFEverde,106101,3439,False,True
UOCciudad,3980,1133,False,True
Agenda2030Esp,12661,726,True,False
talossancho,192,654,True,False
tarressolar,851,157,True,False
MargaMHernandez,107,264,True,False
rsanch11,99,99,True,False
espiritusanto,5203,1249,True,False
mariperygar,1240,1200,True,False
tupuebloTLP,849,725,True,False
ongawaETSII,283,122,True,False
Vevichi,1491,2797,True,False
ArinMandu02,284,655,True,False
IgualdadClicA,504,1171,True,False
villaguio,217,322,True,False
mouse4all,439,236,False,True
Sustentia_IS,78,111,False,True
jagg66,842,2079,True,False
cibervoluntario,17004,3442,True,False
vidal_ral,38,40,True,False
Vevichi,1491,2797,False,True
jmcaballol,716,633,False,True
CEMENTOHORMIGON,5006,311,True,False
SUST4IN,1551,539,False,True
msoleto,4489,1957,True,False
catalunyaeuropa,3609,870,True,False
Vevichi,1491,2797,False,True
aytocasar,1017,240,False,True
ciberyolanda,3133,1387,True,False
fmujeres,14957,273,True,False
villaguio,217,322,True,False
CarolAlvarezmb,371,335,False,True
jagg66,842,2079,True,False
cibervoluntario,17004,3442,False,True
agustinrivera,8041,5903,True,False
matejcre,232,44,True,False
Eduardo57536942,32,40,True,False
FundacionBeQual,2682,911,False,True
InjuveSpain,27547,819,False,True
colegio_alameda,3830,864,False,True
Ana_Scherman,1566,1398,False,True
hauidour,53,64,True,False
Vevichi,1491,2797,False,True
d_mulas,62,106,True,False
iroser_RSE,7322,7937,True,False
ing_sandraperez,284,779,True,False
agronomoscentro,2927,1512,True,False
ECOTERRAE,270,591,False,True
Educamdes,182,297,True,False
SOCIDES_UCM,98,472,True,False
SUST4IN,1551,539,False,True
quintaporrua,135,34,False,True
KnaufInsulSpain,4529,1971,True,False
KnaufInsulSpain,4529,1971,False,True
QSOSTENIBLE,1206,1962,True,False
FederacionFEEJ,318,397,True,False
Migueldiezsanjo,450,758,True,False
mapagob,129604,980,False,True
serveisccoopv,685,192,True,False
VirginiaHGZ,1857,1343,True,False
marudipaola,1840,1416,True,False
ReCity_,481,646,True,False
RicardBellera,2310,2352,True,False
LCVerde,1473,751,True,False
jmcg_theory,27,219,True,False
Trinomio_es,519,896,False,True
Plenainclusion,25759,549,False,True
sustainalogy,723,536,True,False
albertvilarino,2274,697,True,False
sustainalogy,723,536,True,False
albertvilarino,2274,697,True,False
MoncasideAlvear,3060,2761,False,True
orvifrusa,305,230,False,True
jdongil,77,217,True,False
LaCasaEncendida,390124,8164,True,False
FEFCMadrid,136,38,False,True
UNICEFCLM,278,311,False,True
a_coronado_m,455,1054,False,True
