from_user,user_followers_count,user_friends_count,retweet,tweet
SEIASA_OFICIAL,1435,820,False,True
rubendmarquez,295,380,False,True
FadJuventud,9040,2931,False,True
zamconsultor,475,531,True,False
Montijano,7917,1856,True,False
3CSCAMBIOS,294,346,False,True
remecanelada,33,152,True,False
FadJuventud,9040,2931,False,True
javierfdezi92,163,547,True,False
CastejonVillar,1,2,True,False
ICOMOS_CNE,945,106,True,False
Transcendent_es,42,208,True,False
GalaDiazCuriel,999,792,True,False
swmadrid,498,453,True,False
RM_Presidencia,1984,313,False,True
mercedescapitas,1010,2593,True,False
joancalabuig,5189,2071,True,False
PlanClimaCity,9341,4113,True,False
Hazloposible,37034,6734,True,False
Hazloposible,37034,6734,True,False
luisuruena,3170,3927,True,False
alsimoncini1,794,1044,True,False
UIMP,21999,3185,True,False
CruzRojaCordoba,4455,491,False,True
JOVESOLIDES,4351,2856,False,True
LADANI_C,291,414,False,True
MarionetisGu,14,210,True,False
DGobiernoCV,4694,532,True,False
antgalan,14863,11654,True,False
IAyalaSender,3468,2874,True,False
ManpowerGroupES,37292,850,True,False
FashionistasLP,132,205,True,False
fhortasud,1038,221,True,False
JOVESOLIDES,4351,2856,False,True
Ilopeztriana,725,372,True,False
davidgvtierrez,2895,829,False,True
EvadelRuste,2410,1472,True,False
Chema_Vera,4101,590,True,False
danone_es,26309,3847,True,False
designetworking,2754,734,False,True
MaristasToledo,421,120,True,False
maristascompost,1722,135,True,False
Migueldiezsanjo,448,758,True,False
EspUNESCO,2504,529,True,False
ALEJOMURILLO15,12,81,True,False
i_lukas,1518,2805,True,False
jorgesolana,1170,588,True,False
Corresponsables,28959,18686,False,True
ibericamaristas,779,238,True,False
ongawa4d,10371,2977,False,True
iballesteros005,55,327,True,False
MoncasideAlvear,3062,2761,False,True
ESTEVE_news,11648,935,False,True
GPSocialistaExt,2348,118,True,False
CooperacionAND,2064,569,True,False
AmandiviriY,11,111,True,False
sotilloescolapi,867,106,False,True
perezenaguer,78,182,True,False
UAM_Solidaria,794,220,True,False
AgustinEcheva,202,236,True,False
AlianzaOds,65,130,True,False
cruzrojava,785,294,True,False
Joseamartin1963,226,265,False,True
Artangulo,399,587,True,False
Planeta_Futuro,47582,1996,True,False
Greta14111891,42,65,True,False
AlejandraVlez1,117,399,True,False
ROCHIPIN_ROC,100,249,True,False
rey_alicia,122,136,True,False
manueljesusF,16756,15026,False,True
adolforamonabad,554,448,True,False
pablomtzroyo,834,1077,False,True
vhpiedra,917,465,True,False
mldoce,2631,2921,True,False
nidirusa,38,280,True,False
onuhabitat,20291,442,True,False
Anitacasado,391,650,True,False
J_M_Hidalgo,386,846,False,True
RSConsulting6,14,32,False,True
patriciaherber,116,219,True,False
silviacorbalan,258,1205,True,False
maribelton,457,718,True,False
RClinton_SH,915,919,True,False
Corresponsables,28958,18648,False,True
albertoro_11,102,445,True,False
lajino,4432,871,True,False
ednicaiap,3763,2440,True,False
XavaBanda,1024,478,True,False
Violet_Ruouiz,3021,1386,True,False
joreyes6,422,1418,True,False
CADS_ESPOL,212,1298,False,True
MariaSe62838170,227,574,True,False
MeCollell,190,347,True,False
OlgaJimenez1212,4,36,True,False
rubenricano,5532,3772,True,False
aulv,24,71,True,False
pochonavaro,3571,5000,False,True
omarterrones,1615,1932,True,False
TimeTimmygarcia,1090,1946,True,False
andyfdz,2259,2660,True,False
monixette,9237,4202,True,False
evmr1984,209,517,True,False
malurubio12,132,175,True,False
LidiaFromm,564,901,True,False
AE_Sustentable,299,828,True,False
gabylinares,806,1586,True,False
AnaTMuro,673,523,True,False
josecruzurbieta,125,391,True,False
Ambienteseuro,903,1899,True,False
RaulErazo7,256,701,True,False
EscuSostenible,84,732,False,True
ElkinVelasquezM,3134,243,False,True
MagdalenaNorie1,5,155,True,False
BarriosSosteni,3,0,False,True
MartynVF,137,806,True,False
JohnPGarzon,619,29,True,False
EscuSostenible,84,732,False,True
BarriosSosteni,3,0,False,True
EscuSostenible,84,732,False,True
BarriosSosteni,3,0,False,True
Albaladm,759,161,False,True
GustavoY197,283,339,True,False
RRIIglocales,771,689,True,False
AdmonUniandes,11521,4000,True,False
sobrino_lola,29,73,True,False
CarlosPerezFCC,154,117,True,False
Perspectivas9,10,46,True,False
CarlosPerezFCC,154,117,True,False
RedCuencas,1526,1323,True,False
diegoarisi,257,573,False,True
ArredondoSergio,1563,230,True,False
ma_eugeniam,1301,728,True,False
cclimatico,4134,1667,False,True
Lili_en_uy,29,69,True,False
KadoshSol,18,286,True,False
PNUDSV,31608,2518,True,False
waltrejo,2475,3860,False,True
WilmerVasquezM,2568,437,True,False
rayitogf,442,726,True,False
CerecedoGustavo,36,113,True,False
cecytefcoimadro,572,182,True,False
marioandresruiz,416,780,True,False
RAriasD,532,273,True,False
hectorsmorales,468,495,True,False
ONUGuatemala,25519,548,False,True
ipizzolante,4162,356,True,False
m_pascual_m,653,4997,True,False
YohannaUseda,49,73,True,False
Cucu_28,734,1151,True,False
RAriasD,532,273,True,False
RCazzanigaF,287,452,True,False
waltrejo,2475,3860,False,True
waltrejo,2475,3860,False,True
leodegracia1,11,35,True,False
diegodob,75,264,True,False
TeresaSamaniego,1349,1444,True,False
ruthernan,1183,949,True,False
hcastellaro,401,243,True,False
juanjocorrea_ok,234,939,False,True
Reciaria,1023,117,True,False
paulo_cepeda,2075,909,False,True
koikiliramos,110,737,True,False
MariuMartini_,346,516,False,True
Analotrenco,1052,537,True,False
ASAPME,3022,1285,False,True
valoratuactivo1,3,16,True,False
Fivonneguzman,291,364,True,False
ASIDMASC,128,110,True,False
TagwikiEs,534,1218,True,False
gemix12,530,321,True,False
antoniojaguiIar,512,554,True,False
alexchavezh77,91,145,True,False
MartiRamos65,3666,2257,True,False
DrParisCabello,275,483,True,False
DraReynaVazquez,119,353,True,False
ThonyDaSilva,1012,1398,True,False
Miguelito82Ejea,531,814,True,False
Pizzolante,5841,2063,False,True
18rodpf,776,555,True,False
bibliosenaccion,79,83,True,False
elenatvieira,3007,5000,True,False
pachecoperal,15074,12787,True,False
ManuelD12531342,3,2,True,False
Isabelgarro,3167,1010,True,False
UECoE3,739,188,False,True
Alejand506l,11,27,True,False
CONFIEP,17810,817,False,True
personeriamed,27275,2821,False,True
Topocorleone,2551,2665,True,False
AgusKniazev,693,1411,True,False
AdsDulantoScott,2738,3442,True,False
MarthaRuizR,35,115,True,False
fran_yhernandez,69,391,True,False
Leohernandez_,2166,1497,True,False
ggaleano7,318,1004,True,False
sanandreslovers,181,234,False,True
TercerSectororg,3245,467,True,False
martinmata19,552,1246,True,False
ProntoUy,2193,194,False,True
sanandreslovers,181,234,False,True
es_municipal,99,580,True,False
Fedesarrollo,17572,307,False,True
COAMSS_OPAMSS,1621,1144,False,True
mariaheraldez,593,244,True,False
bbva,2589880,368,False,True
auracoello,791,1499,True,False
18rodpf,776,555,True,False
18rodpf,776,555,True,False
AlianzaOds,64,130,True,False
Aecid_Guatemala,1984,1710,False,True
ConstruyendoyC,1616,884,False,True
ArielPerez117,293,1452,True,False
FintechMundi,1112,3277,True,False
susanafinger,1410,856,False,True
susanafinger,1409,856,False,True
PactoGlobal,8068,911,False,True
mavrahechoncasa,1023,276,False,True
carmencampos_,413,214,True,False
RosalbaAlanis,5,48,True,False
sentirplaneta,585,939,True,False
Imperaislante1,186,1130,True,False
dragoneslvpies,1258,3829,False,True
MagdaRaudales,71,80,True,False
CeliaValds1,92,157,True,False
li_sazu,139,344,True,False
AdsDulantoScott,2738,3442,True,False
AdsDulantoScott,2738,3442,True,False
diarioresponsab,21149,2033,True,False
jarevalomartin,420,572,True,False
OPEA1,1370,1056,True,False
GPSalmeron,5330,969,True,False
ALBERTOCHARDI,29,192,True,False
EstudiosdePaz,237,373,False,True
asociacionASA,5595,610,True,False
jaldurio,2091,1469,True,False
forociudadesmad,1264,1540,False,True
FMusol,3425,4755,True,False
FMusol,3425,4755,True,False
marcosgonzalezm,13927,8959,True,False
LogicaEcommerce,1663,531,True,False
juanangepoyatos,1491,1726,True,False
ruthernan,1182,948,False,True
MaquitaCotopaxi,59,27,True,False
SocialabMx,10459,6813,False,True
arnauqueralt,2394,1754,True,False
judacafu,152,452,True,False
VNUColombia,494,359,True,False
jaldurio,2090,1468,True,False
PNUD_ALGenera,6499,1496,True,False
Yola_MartinezL,2987,1037,True,False
SandraGud,4476,2745,True,False
rst44444,354,855,True,False
UNFPAColombia,3567,600,False,True
ETSIDI_UPM,1674,299,True,False
BrezoSintes,115,338,False,True
EdnaPinzon3,8,77,True,False
EdnaPinzon3,8,77,True,False
SEDESOH_GobOax,11148,372,False,True
OECD_PCSD,1358,471,True,False
e_soria,358,701,False,True
maite1espinosa,1148,1415,True,False
PalomaEscudero8,88,227,True,False
sastoque99,190,949,True,False
alirioneveri,91,456,True,False
IAyalaSender,3467,2874,True,False
Suelos_Vzla,2551,2247,False,True
Suelos_Vzla,2551,2247,False,True
PactoMundialMex,3609,872,False,True
MBezunartea,291,566,True,False
lopezgongora2,412,923,True,False
ANDRESM40422343,135,287,True,False
pazpyma,300,661,True,False
Suelos_Vzla,2551,2247,False,True
lmmaetakaya,43,251,True,False
larilari9210,104,528,False,True
Suelos_Vzla,2551,2247,False,True
Suelos_Vzla,2551,2247,False,True
bibliodonihue,1029,284,False,True
DavidBernal07,792,838,False,True
Arainnova_,50,83,False,True
ComSostenible,2555,1100,False,True
JosePalanco,258,279,True,False
psoebadajoz,3199,1817,True,False
AnaTMuro,674,522,True,False
afanas_y,20,24,True,False
AnaTMuro,674,522,False,True
MGalardon,198,299,False,True
AsajaNacional,5900,140,True,False
JulioCarlavilla,242,237,True,False
DelGobCantabria,867,138,True,False
cecivs,207,796,False,True
cmugica,132,267,True,False
pozo_lau,1474,3553,True,False
aotrejos,508,1918,False,True
uypuntadeleste,7191,547,False,True
MareikeEberz,1090,2360,True,False
FENAMM,10440,687,False,True
AStasi18,325,935,True,False
PNUDArgentina,8595,5146,False,True
pazpyma,300,661,False,True
CONARmx_,776,413,True,False
mceciliaeche,87,403,False,True
MaPaulinaP,3706,1500,False,True
RosyEscobedoV,61,148,False,True
jaem_ingel,22,82,True,False
NormasUNE,2534,368,False,True
koikiliramos,110,737,True,False
lizet_hmendoza,1334,1123,True,False
SellesYeniffer,3,18,True,False
mariaferquijano,248,549,True,False
OAN_Int,435,154,True,False
juliargueza,1400,1844,True,False
climate_reality,2173,1495,True,False
Planeamientotuc,883,118,False,True
climate_reality,2173,1495,True,False
Bgraciaolivan,89,135,True,False
edulunes5,912,809,True,False
XaTac_5,3843,2866,True,False
carlosmcabo,1200,1172,False,True
Montijano,7918,1856,True,False
pflis,18950,3080,True,False
mauriciogarciar,1624,1638,True,False
CruzRojaZgz,4070,632,True,False
Montijano,7918,1856,True,False
pilaralvarezm,8403,3011,True,False
ZERCAYLEJOS,865,577,True,False
SandraGud,4476,2745,False,True
icemar_uvigo,390,1466,True,False
Corresponsables,28953,18693,False,True
robertoferrer21,585,451,True,False
ramonsuarez_,1277,2332,False,True
M1gu3l_PC,95,525,True,False
sergioibanez,4984,712,True,False
GiceUam,730,288,True,False
foretica,17018,1330,True,False
germangranda,5770,704,True,False
alejdella,21,150,True,False
lseara74,115,304,True,False
javierallue,1792,1753,True,False
SergioLenoyr,140,579,True,False
jjhernandezgn,74,25,True,False
jjhernandezgn,74,25,True,False
Ledy23274083,7,49,True,False
RogeGoGa,156,71,True,False
social3c,1342,1525,True,False
agostogabriela,1237,1105,True,False
franco_jaume,66,192,True,False
wecoplan,756,397,True,False
REDAC_DDHH,3441,600,False,True
IAyalaSender,3464,2872,True,False
CISAI_Oficial,32,66,False,True
mjpartera,5120,3727,True,False
Urbanamerica__,92,507,True,False
ijvicente,194,186,True,False
Caguilan,150,329,True,False
wuemes,942,1396,True,False
ICLEI_SAMS,1059,479,True,False
Angelssoriano74,5207,4334,True,False
ciberespiral,15627,4321,False,True
supertrujis,30,23,True,False
marcelobondoni,718,2026,False,True
ciudadS,10232,3594,True,False
novillo92,3902,3847,True,False
asaspor,710,1030,True,False
RAriasD,532,273,False,True
forociudadesmad,1261,1540,False,True
marcelobondoni,718,2026,False,True
Fundacion_PyE,1229,384,True,False
Olimpia_GS,1522,1188,True,False
OrienteII,540,807,True,False
LogicaEcommerce,1663,531,True,False
SenadisPma,7841,1100,True,False
mentepost,225,1075,False,True
ruthernan,1182,946,False,True
Mosorio2015,938,1049,True,False
MontseMoliner1,1883,1357,False,True
campamentoideas,49,140,True,False
IISAragon,857,180,True,False
jmalabert,1244,979,True,False
ferlog14,357,1092,True,False
Diegogarciavele,559,584,True,False
grupo_ssi,1199,426,True,False
emerito_romano,476,1111,True,False
CentroOds,10523,128,False,True
Beatriz_Ovejer,146,268,True,False
republica1931,697,1210,True,False
raulolivan,8386,3059,True,False
tete305305,53,242,True,False
mirmorper,647,611,True,False
nita_macia,1379,1372,True,False
jmalabert,1244,979,True,False
PSOEC,2611,582,True,False
evajimenezg,232,516,True,False
IvarMatusevich,2765,1665,True,False
bfsalinero,1461,939,False,True
ACCIONPLANETA,2831,4711,True,False
pablomtzroyo,834,1078,False,True
IbercajaSocial,3352,1089,True,False
egade,9088,3360,False,True
IbercajaSocial,3352,1089,False,True
TrudyCastillo78,27,34,True,False
pmpconsultor,611,1813,True,False
VolyEstrategia,940,495,False,True
LisethParra13,16,434,True,False
richieloup,207,851,True,False
PortilloBsAs,470,120,True,False
FeDiazSoto,1025,810,False,True
Yo57605094,157,516,True,False
gardenhotels,1494,1352,False,True
periodistia,2771,1506,True,False
CientTi,10,71,True,False
Juventudes_MC,40,179,True,False
star__gz,920,222,True,False
Mariana__Berger,127,193,True,False
A2030MX,52,218,True,False
RosaJim20455762,143,103,True,False
PactoGlobal,8067,909,True,False
hcastro311,43,329,True,False
jet_milton,959,3867,True,False
MujeresMovMX,6798,2485,True,False
A2030MX,52,218,True,False
ogloriamatilde2,1152,2383,True,False
RSC360,1700,1005,True,False
novillo92,3901,3847,True,False
FAquae,21874,1243,False,True
MateosNogales,2344,2290,True,False
TatianaRojasL,289,107,True,False
MAECgob,191624,1618,True,False
CECODES,4138,559,False,True
pablomtzroyo,834,1078,True,False
verakaro16,93,1456,True,False
Cynmardom,44,254,True,False
foretica,17017,1330,True,False
nanetegarces,648,2426,True,False
marcelobondoni,718,2026,False,True
CesarBejarano21,1531,1909,True,False
Fundacion_PyE,1229,383,True,False
LidiaRosaOviedo,315,422,True,False
LogicaEcommerce,1663,531,False,True
DipPastorVera,2404,4360,True,False
nanetegarces,648,2426,True,False
tonyvives,4192,19,False,True
NG_MurciaCiudad,2220,2086,True,False
Lailab78,85,387,True,False
Julia_Moreno_,726,1097,False,True
Ethic_,34130,1788,True,False
2014clopez,349,423,True,False
alex_meeder,501,293,True,False
tonyvives,4192,19,False,True
pacohurtado,1504,1339,True,False
pkaltzada,4754,771,True,False
tucompaniadame,67,566,True,False
kathiuska17,392,1064,True,False
MauricioLimonA,701,254,True,False
andreagabdala,70,112,True,False
cepal_onu,373530,294,False,True
utpfisc,5397,343,True,False
ExcelenciaCIP,387,139,True,False
EDUCADORAV,1387,385,False,True
dpl_news,12725,1008,True,False
CDH_Defensoria,566,498,False,True
carotbo,722,546,True,False
GobAragon,82876,370,False,True
CRE_Villalba,923,431,False,True
ProyectoCantera,748,1980,False,True
rosalavin_,244,209,True,False
rpemovimiento,254,260,True,False
CDH_Defensoria,566,498,False,True
centro8marzo,679,799,False,True
CriptanaJuanjo,66,477,True,False
ManHurtadoFer,1927,3053,False,True
JovenesDom,54,200,True,False
UNICEFCLM,277,309,False,True
MargaritaDucci,1596,352,True,False
aliadosXlaninez,278,353,True,False
CCEBA,11561,5504,True,False
Mudanzaslaseda,1158,85,True,False
_IMIPE,2479,792,True,False
SaritaR05,289,615,False,True
verdeedomex,1061,180,True,False
lanzarotejesus,1080,820,True,False
Agenda2030Esp,12581,727,False,True
ONL_ESPIRAL,585,355,True,False
gonzaloLadoA,1421,591,True,False
claperez77,142,124,True,False
TabitaAguilarV,107,318,True,False
colibri_francis,8,123,True,False
RevistaRETEMA,11429,10750,False,True
MIAMBIENTE_HN,6950,151,False,True
EDF_deMexico,2161,1634,True,False
Juanan_Illescas,320,232,True,False
Isabelsm3,3700,2213,True,False
JavierGGG,225,234,True,False
JMarinrives,40,45,True,False
soniwinkels14,336,340,True,False
IAyalaSender,3463,2872,True,False
SocialabUy,3498,873,True,False
vozdeoriente,4022,4961,True,False
CynthiaCor26,112,222,True,False
Masiel_ST,223,440,True,False
mmrojol,16,42,True,False
fortunata_2030,1535,2177,True,False
UniElectrica,847,628,True,False
EAPNes,12505,2208,True,False
mariaalvaro3,494,2021,True,False
chrissierivas,590,1127,True,False
emrobeltran,1964,1416,True,False
lcBolados,1583,4237,True,False
SellesYeniffer,3,18,True,False
aambros,2112,1556,True,False
TranspiSS,1554,1868,True,False
TranspiSS,1554,1868,True,False
TranspiSS,1554,1868,True,False
jessicayoung05,1466,537,False,True
raulerubio,537,1127,True,False
jmcalderon001,275,462,True,False
Balentinaja,260,338,True,False
Planeta_Futuro,47578,1996,True,False
agorarsc,12848,3085,True,False
INNGENIAR,3604,4244,True,False
ralvariza,687,1439,False,True
paulamartinrgue,66,147,True,False
aniolmos,460,761,True,False
pablozuletag,288,572,True,False
cdeandres3,103,181,True,False
DavidhernadezT,348,1080,True,False
AlejVillegas,2190,3427,True,False
CosmoCaixa,56671,471,True,False
TranspiSS,1554,1868,False,True
ArteagaMireya,931,690,False,True
erkrodriguez_,447,1882,True,False
SandraGud,4476,2745,True,False
CapacitaRSE,19734,2179,False,True
AdviceRRHH,4832,240,True,False
MJmpachecosth,103,178,True,False
carminasuncion,116,396,True,False
Jail_Ixel,213,679,True,False
jszaragoza,2596,1614,True,False
intuMediterrani,98,199,False,True
conquitouio,15532,1391,False,True
BrezoSintes,115,338,False,True
cdeandres3,102,179,True,False
Pmacanales,232,896,True,False
blancagomezint,153,335,True,False
Lafede_cat,11911,2566,True,False
LifegistFashion,865,227,True,False
UsaAmyb,1,12,True,False
rrll_y,435,330,False,True
cosmoACCION,184,198,False,True
OrtunoCristina,318,502,True,False
rrocasalamero,4136,2936,True,False
Katerinesuper,3582,1386,True,False
laquedijono,5076,1200,True,False
09OlgaA,288,1609,True,False
EchagueOscar,106,206,True,False
gabybuada,3540,3252,True,False
verdejomar,5387,4403,True,False
rafaruizmad,8754,6840,True,False
JuanArizaRuiz,234,384,False,True
manupleguezuelo,2185,1440,True,False
AMContrerasEsp,162,286,True,False
Julietage18,1201,1945,True,False
Julietage18,1201,1945,True,False
Julietage18,1201,1945,True,False
pactoglobalARG,5015,2278,False,True
PedroTort,44,96,True,False
evajimenezg,230,515,True,False
yarisabelMR,912,718,True,False
enisa,10256,3489,True,False
sergiofalcon_,639,510,False,True
roxdinamarca,257,1290,True,False
anahdezbonancia,128,462,True,False
feliperedondom2,2094,3428,True,False
makupam,2,15,True,False
LfMora34,36,110,True,False
sostenibilidad,6428,573,False,True
ISAyE_tlx,31,45,True,False
EmpresaEscuela,54,92,False,True
PactoGlobal,8063,907,False,True
GIAndradeP,9064,2777,True,False
Fer_Kobaiin,1530,2217,True,False
jesuitascolegio,683,105,True,False
asiet_lat,6405,3049,False,True
Innovaspain,11883,5206,True,False
CRECarinena,271,144,False,True
yulisaperez5,274,290,True,False
FMusol,3427,4755,False,True
juanfcalero,495,904,False,True
BalantiaEE,117,173,False,True
DSocialLosLagos,3228,479,True,False
eco_onis,1550,2872,True,False
ecodes,29834,7502,False,True
pro_business,86,321,True,False
rbarriealadren,309,398,True,False
JJSSBadajoz,1466,1521,True,False
DSHolguin,5483,2091,True,False
psoeex,11882,1892,False,True
Corresponsables,28950,18720,False,True
LfMora34,36,110,True,False
GuadalupeA1212,48,71,True,False
EkoREC_eus,2583,2495,True,False
trampolinsolid,388,579,True,False
SacraTorres,89,330,True,False
me_delallata,627,270,True,False
Andres_Mejia_T,54,332,True,False
Juanochoa1971,1262,2922,True,False
agaviriau,223501,1407,True,False
covalcon,1380,5001,False,True
erkide,231,158,True,False
adalcv,80,761,True,False
pablomtzroyo,834,1078,False,True
konfekoop,535,511,True,False
JuanArredondo,625,146,True,False
jsaragon,2206,673,True,False
pablogpc,587,682,True,False
LeonardoIzquie8,764,394,True,False
MariaNievesVid1,39,66,True,False
andresvinces,766,454,True,False
AndyLaraG,136,205,True,False
carlosfonzeca,7893,5569,True,False
FABIANECOLOGIA,334,1028,True,False
JosuEtxebarria1,686,425,True,False
candresubeda,11,118,True,False
HaSidoLaVea,62,420,True,False
pilargomezh,636,457,True,False
acfimanve,4665,932,True,False
AzucareraES,775,961,True,False
pedroatticus,4560,2509,True,False
AleSorianoR,12491,12315,True,False
AleSorianoR,12491,12315,True,False
AleSorianoR,12491,12315,True,False
_ClaraEstrela,82,359,True,False
AleSorianoR,12491,12315,True,False
PARLASUR,44559,971,True,False
LuisZetaDuniau,892,3328,True,False
SilviaR58454978,6,70,True,False
RegMurciaBrux,1490,1523,True,False
saes_org_ar,586,958,True,False
moisnavarro,3771,901,True,False
moisnavarro,3771,901,True,False
moisnavarro,3771,901,True,False
moisnavarro,3771,901,True,False
moisnavarro,3771,901,True,False
moisnavarro,3771,901,True,False
moisnavarro,3771,901,True,False
moisnavarro,3771,901,True,False
teiknasocial,184,871,False,True
AlvaroBermCor,15,67,True,False
REDAC_DDHH,3439,600,False,True
AEMArm,1595,2167,True,False
meescoto,307,283,True,False
CreaCulturaRsC,201,514,True,False
anapalf,33,239,True,False
AlmagroCarmen,356,974,True,False
AlonsoRiveraM,364,206,True,False
jmiguelp94181,531,75,True,False
CONGDRMurcia,2017,997,True,False
CONGDRMurcia,2017,997,True,False
CONGDRMurcia,2017,997,True,False
CONGDRMurcia,2017,997,True,False
CONGDRMurcia,2017,997,True,False
CONGDRMurcia,2017,997,True,False
CONGDRMurcia,2017,997,True,False
CONGDRMurcia,2017,997,True,False
jacoborocas,145,249,True,False
JosAltagraciaM2,7,55,True,False
DaniBernad,2408,2367,True,False
CALDERONSPM,1752,2348,True,False
florchsandoval,1399,2233,True,False
Mariapb58315123,105,175,True,False
CedhslpE,0,20,True,False
CentroOds,10514,127,False,True
JoseAGaldames,1941,111,True,False
juanlayda,962,1913,True,False
sasc1971,917,1060,True,False
MikelTaracena,62,92,True,False
UmuODSesiones,364,234,True,False
EconomicasUMU,1352,367,True,False
EducacionSEO,1505,772,False,True
TranspiSS,1554,1868,False,True
JonathanGR7,722,441,True,False
EducacionSEO,1505,772,False,True
adriananselmo12,42,116,True,False
FJosepSantacreu,177,136,True,False
Nutripeople_org,64,205,False,True
anikka91,831,1722,True,False
KikeMoreno001,24,77,True,False
FJ_Mateo,752,2147,True,False
BalibreaM,107,338,True,False
EducacionSEO,1505,772,False,True
CCyEAAragon,396,238,True,False
ADNMurcia,529,98,True,False
rmcoopera,111,228,False,True
CorreosExpress,8184,2454,False,True
jmalabert,1244,979,True,False
joreyes6,420,1417,True,False
anikka91,831,1722,True,False
anikka91,831,1722,True,False
manupleguezuelo,2185,1440,True,False
RespSolidarias,454,1251,True,False
rmcoopera,111,228,False,True
manupleguezuelo,2185,1440,True,False
xtradillo,636,1135,True,False
AlejandroTilca,109,882,False,True
jagymariasancho,21,31,True,False
AlejandroTilca,109,882,False,True
manupleguezuelo,2185,1440,True,False
rmcoopera,109,228,False,True
associacioAlba,3257,1585,True,False
associacioAlba,3257,1585,True,False
ONGDSED,4164,1348,False,True
jaime79177965,2,4,True,False
raulolivan,8384,3059,True,False
AlejandroTilca,109,882,False,True
rmcoopera,109,228,False,True
forokoop,1271,375,False,True
manupleguezuelo,2185,1440,True,False
Juanicolas_in,1135,2000,False,True
manupleguezuelo,2185,1440,True,False
manupleguezuelo,2185,1440,True,False
PilimarZamora,456,331,True,False
CamiMateluna,178,857,False,True
dsarasa,1767,1374,True,False
rmcoopera,109,228,False,True
jdelcerro,639,637,True,False
fluesia,160,197,True,False
rmcoopera,109,228,False,True
Corresponsables,28948,18729,False,True
sara_bonill,478,598,True,False
FedeAbizanda,540,1026,False,True
rmcoopera,109,228,False,True
feproami,1802,2500,True,False
SdelBarrio,2613,2417,False,True
Red_Carolina,115338,1542,False,True
sustainalogy,721,536,True,False
albertvilarino,2271,694,True,False
AnimalSoundFest,7343,1048,True,False
acg024,1156,1531,False,True
Corresponsables,28948,18729,False,True
aguilar7777,553,805,True,False
datadrivencare,3478,3460,True,False
Innovaspain,11882,5205,False,True
rmcoopera,109,228,False,True
murciaturismo,2389,1908,False,True
AppDermis,109,407,False,True
RenecastroCR,16836,430,True,False
chus40y,220,603,True,False
associacioAlba,3257,1585,True,False
Corresponsables,28948,18729,False,True
MartaJSaavedra,631,1384,True,False
Sand_Trading,478,3507,True,False
asdegalgalicia,192,510,True,False
ElizabethRL21,559,766,True,False
ONGD_JyD,2844,1481,True,False
diasolidario,907,992,True,False
bluetabtweet,181,139,True,False
cooperacion,4908,1713,False,True
BarrioUnidoMx,152,15,True,False
Iversonlopez22,8,20,True,False
Camenor,32,137,True,False
Spolopaya,26,60,True,False
Migueldiezsanjo,448,758,True,False
redongdmad,3061,1766,True,False
Bffjtwr,311,1973,True,False
luismartintwitt,932,165,True,False
FAOenEspanol,19107,769,False,True
SandraGud,4476,2745,True,False
OmnicomPRIberia,2695,1537,True,False
caring_mobile,4724,121,True,False
ecodes,29832,7502,False,True
ecodes,29832,7502,True,False
Fundacion_SERES,7166,1555,False,True
mlasheraspalou,109,203,True,False
carmencampos_,413,214,False,True
AppDermis,109,407,False,True
AsocDIRSE,6652,708,False,True
Improvechange,1894,751,True,False
FuturoEnComun,1185,416,True,False
carrillo_almu,560,557,True,False
xemagil,2145,1868,False,True
fraholiver,144,303,True,False
AGROECOLOGIARUR,25,94,True,False
JoseLuisGarciaQ,363,668,True,False
Cooperacionuva,1192,419,True,False
unicef_es,271756,34564,True,False
amasiain,1182,950,False,True
SandraAsteteM,441,397,True,False
juanmanfredi,6807,799,True,False
LaCasaEncendida,390107,8163,False,True
El8infinito,258,791,True,False
CarolAlvarezmb,368,333,False,True
feproami,1802,2500,True,False
hacesfalta,40227,1332,False,True
CERMICV,3248,5001,True,False
Maribel_UNICEF,1500,694,True,False
unicef_es,271752,34564,False,True
lhrodriguezr,89,741,True,False
fjmartosm,581,402,True,False
AmbientalUEB,511,117,True,False
CONSIDERApl,647,953,False,True
SofiaCalCan,41,139,True,False
blancastopp,940,512,True,False
TF_ecca,1347,694,True,False
carolinagmrtw,77,166,True,False
CruzRojaEsp,113436,476,False,True
shf_ecoverde,712,1048,True,False
fresno_es,374,512,False,True
areasocialuz,905,594,True,False
Ethic_,34128,1787,False,True
unicef_es,271752,34564,True,False
Plataforma3sect,5151,3572,False,True
CruzRojaEsp,113436,476,False,True
iambiente,59226,23621,True,False
sonarqpaisajes,186,188,False,True
iSostenibilidad,6124,1981,False,True
CatalaMyriam,94,62,True,False
sonarqpaisajes,186,188,False,True
JASanahuja,2695,1000,True,False
MontseMoliner1,1880,1357,True,False
esTUlankide,2012,1839,True,False
MontseMoliner1,1880,1357,True,False
iesadeje,234,71,False,True
MontseMoliner1,1880,1357,True,False
MontseMoliner1,1880,1357,True,False
iSostenibilidad,6124,1981,False,True
Ccaog,164,469,True,False
MontseMoliner1,1880,1357,True,False
MontseMoliner1,1880,1357,True,False
Red_Carolina,115335,1542,True,False
Funddateces,366,340,False,True
VivirenEspana,2894,799,False,True
sustainalogy,720,536,True,False
FMusol,3427,4756,False,True
RNFinfo,180014,958,True,False
Corresponsables,28945,18732,False,True
MarIntroini,1698,598,False,True
ThinkupLKS,966,518,True,False
foroinserta,1042,389,True,False
Corresponsables,28945,18732,False,True
cultilogic_cast,27,57,False,True
donosti_tik,1535,837,False,True
